trial_id,density,column,start_x_frac,goal_x_frac,seed,start_x,start_y,goal_x,goal_y,aorrt_reached,K_edges,control_cost_aorrt,control_cost_scp,control_cost_pct_decrease,risk_cost_aorrt,risk_cost_scp,risk_cost_pct_decrease,log_survive_aorrt,log_survive_scp,log_survive_delta,scp_converged,scp_iters,scp_n_solves,scp_stop_reason,plan_time_s,scp_time_s,total_time_s
8_C_358831,8,C,0.5,0.5,358831,3.0,0.78,3.0,5.22,True,97,40.430513,27.81422,-31.205,75.008819,52.979138,-29.369,-119.1915,-70.1184,49.0732,False,30,38,max_iters,11.1248,39.6972,51.4945
8_C_487244,8,C,0.5,0.5,487244,3.0,0.78,3.0,5.22,True,66,24.282458,20.461219,-15.737,36.125776,28.553054,-20.962,-44.1915,-28.6291,15.5625,False,30,42,max_iters,12.2291,32.2798,45.0516
8_C_813857,8,C,0.5,0.5,813857,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,10.8801,,11.0646
8_C_137845,8,C,0.5,0.5,137845,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,10.5453,,10.7366
8_C_758723,8,C,0.5,0.5,758723,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,11.9427,,12.1284
8_C_967016,8,C,0.5,0.5,967016,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,9.9506,,10.1395
8_C_453353,8,C,0.5,0.5,453353,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,10.2714,,10.4667
8_C_59345,8,C,0.5,0.5,59345,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,9.7599,,9.9446
8_C_601514,8,C,0.5,0.5,601514,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,9.6244,,9.8137
8_C_866935,8,C,0.5,0.5,866935,3.0,0.78,3.0,5.22,True,73,35.383077,28.631545,-19.081,38.137968,33.561797,-11.999,-43.8233,-35.2588,8.5645,False,30,42,max_iters,11.2058,34.8125,46.5627
8_C_98489,8,C,0.5,0.5,98489,3.0,0.78,3.0,5.22,True,78,36.799488,23.791611,-35.348,35.386569,28.738107,-18.788,-37.7023,-27.1815,10.5208,False,30,40,max_iters,11.8517,33.1838,45.6375
8_C_281239,8,C,0.5,0.5,281239,3.0,0.78,3.0,5.22,True,79,18.638595,16.880987,-9.43,41.858345,39.212271,-6.321,-46.6842,-42.3383,4.3459,False,30,41,max_iters,11.5074,35.9274,48.073
8_C_155272,8,C,0.5,0.5,155272,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,11.3621,,11.5516
8_C_281962,8,C,0.5,0.5,281962,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,11.5423,,11.7297
8_C_371867,8,C,0.5,0.5,371867,3.0,0.78,3.0,5.22,False,,,,,,,,,,,,,,,11.321,,11.5092
8_C_494148,8,C,0.5,0.5,494148,3.0,0.78,3.0,5.22,True,45,14.101328,12.734794,-9.691,14.185663,11.460662,-19.21,-11.784,-8.5236,3.2604,False,17,30,trust_floor_rho,11.0572,15.1358,26.6369
8_R_299673,8,R,0.85,0.15,299673,5.1,0.78,0.9,5.22,True,73,37.39933,32.912215,-11.998,37.212256,26.237861,-29.491,-50.8443,-24.0332,26.8111,False,30,41,max_iters,9.7406,32.5073,42.8936
8_R_926314,8,R,0.85,0.15,926314,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,9.1883,,9.3794
8_R_381668,8,R,0.85,0.15,381668,5.1,0.78,0.9,5.22,True,96,15.816595,14.324321,-9.435,48.215069,44.87906,-6.919,-52.59,-47.259,5.331,False,30,41,max_iters,11.9537,40.7261,53.322
8_R_37366,8,R,0.85,0.15,37366,5.1,0.78,0.9,5.22,True,136,12.720039,15.31414,20.394,57.558685,46.356587,-19.462,-59.6295,-41.4423,18.1872,False,30,40,max_iters,12.0982,58.4263,71.4087
8_R_261966,8,R,0.85,0.15,261966,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,10.9276,,11.1358
8_R_800712,8,R,0.85,0.15,800712,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,10.4042,,10.5929
8_R_358831,8,R,0.85,0.15,358831,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,9.0455,,9.2305
8_R_487244,8,R,0.85,0.15,487244,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,12.0189,,12.1992
8_R_813857,8,R,0.85,0.15,813857,5.1,0.78,0.9,5.22,True,71,31.76139,21.463555,-32.422,28.0409,24.205564,-13.678,-28.7015,-21.5338,7.1678,False,30,41,max_iters,11.3757,29.69,41.6669
8_R_137845,8,R,0.85,0.15,137845,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,10.2687,,10.4638
8_R_758723,8,R,0.85,0.15,758723,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,9.0902,,9.2794
8_R_967016,8,R,0.85,0.15,967016,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,10.7025,,10.8939
8_R_453353,8,R,0.85,0.15,453353,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,11.3993,,11.5875
8_R_59345,8,R,0.85,0.15,59345,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,9.5895,,9.7795
8_R_601514,8,R,0.85,0.15,601514,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,9.5765,,9.7572
8_R_866935,8,R,0.85,0.15,866935,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,10.7553,,10.9399
8_R_98489,8,R,0.85,0.15,98489,5.1,0.78,0.9,5.22,True,113,20.884473,17.55695,-15.933,57.564799,40.267747,-30.048,-79.0752,-38.0552,41.0201,False,30,38,max_iters,11.2837,46.0633,58.061
8_R_281239,8,R,0.85,0.15,281239,5.1,0.78,0.9,5.22,True,51,23.005124,20.433121,-11.18,27.931441,26.467938,-5.24,-32.0023,-29.115,2.8873,False,16,29,trust_floor_rho,11.5654,17.8691,29.8916
8_R_155272,8,R,0.85,0.15,155272,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,9.2603,,9.448
8_R_281962,8,R,0.85,0.15,281962,5.1,0.78,0.9,5.22,True,88,34.303993,25.854882,-24.63,57.407995,46.014266,-19.847,-78.5869,-53.3433,25.2437,False,30,41,max_iters,11.095,37.5531,49.333
8_R_371867,8,R,0.85,0.15,371867,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,11.1942,,11.3868
8_R_494148,8,R,0.85,0.15,494148,5.1,0.78,0.9,5.22,False,,,,,,,,,,,,,,,10.9727,,11.1579
