x,y,theta,v_b,omega,t
1.654856860559602127e+00,2.500930414632201448e-01,2.498873316012647727e+00,8.170404465629138580e-02,2.197813054482406631e-02,1.884999999999999787e+01
1.609133636287291225e+00,2.839338603931155225e-01,2.508817021765074706e+00,1.030405830981625526e-01,1.328005480451832643e-02,1.944999999999999929e+01
1.568658799825183525e+00,3.133733664861055868e-01,2.517271723779866299e+00,8.328612276268089476e-02,1.667112494436982090e-02,2.000000000000000000e+01
1.515228031134388198e+00,3.515572877070821667e-01,2.523389688968239675e+00,9.991939616326038498e-02,4.237312411912088662e-03,2.069999999999999929e+01
1.469934353020841522e+00,3.835676093271209730e-01,2.530739413102214730e+00,8.774565541232398624e-02,1.710845693129317904e-02,2.130000000000000071e+01
1.450543217865494228e+00,3.970957609195974181e-01,2.533700800466944791e+00,1.001840327124736557e-01,7.555674603871238675e-03,2.155000000000000071e+01
1.425949719082418410e+00,4.140515634066530559e-01,2.550616105011128454e+00,1.158785926296082916e-02,3.321855048965322715e-02,2.225000000000000000e+01
1.397964771429225150e+00,4.325810957525903500e-01,2.557774121422960345e+00,7.540647063936199712e-02,-2.115394049345193338e-03,2.289999999999999858e+01
1.382529072997721098e+00,4.427660267590007859e-01,2.559632624098793663e+00,7.271423863840398294e-02,1.515118036842821522e-02,2.314999999999999858e+01
1.375822964979188878e+00,4.471591699273107512e-01,2.558142895811691186e+00,-2.025752883425854106e-02,-1.049153034044899950e-02,2.400000000000000000e+01
1.343083604802832731e+00,4.690510596158050660e-01,2.549035409022419874e+00,9.308528663703580230e-02,-1.317772711777089045e-02,2.475000000000000000e+01
1.245051142453746484e+00,5.369100060260026952e-01,2.521291865175022462e+00,1.527371229702401134e-01,-4.041426599000823294e-02,2.564999999999999858e+01
1.165183247970275060e+00,5.957307272874620141e-01,2.491293775354265883e+00,1.207009224439552358e-01,-3.946809273567125631e-02,2.639999999999999858e+01
1.127383207858589476e+00,6.249889704415981795e-01,2.473908914988613539e+00,7.903221452220718368e-02,-3.150711059011204046e-02,2.689999999999999858e+01
1.108855732194919286e+00,6.398750097169462192e-01,2.439543915430821386e+00,3.494033427515912549e-03,-4.521186838462315505e-02,2.775000000000000000e+01
1.069012736778021555e+00,6.753931665887217273e-01,2.395955841548667475e+00,9.362463784498076258e-02,-5.487871602006993976e-02,2.860000000000000142e+01
1.035743992851892337e+00,7.068939190642531400e-01,2.371758987930256968e+00,9.041235288902348122e-02,-4.403250769780599899e-02,2.910000000000000142e+01
9.944347753003927037e-01,7.482288441417546121e-01,2.338843228995017398e+00,8.941339690183060240e-02,-5.459928979169426794e-02,2.975000000000000000e+01
9.109836258565993106e-01,8.432772381348015989e-01,2.237849750591465625e+00,1.654530720079923911e-01,-1.523580334214551246e-01,3.064999999999999858e+01
8.358796591361760120e-01,9.548213057415904093e-01,2.079108300901624684e+00,1.401931665992834086e-01,-1.905786139413910285e-01,3.154999999999999716e+01
8.168088459455929984e-01,9.913750345900180783e-01,2.025221991253451037e+00,7.695174523377752707e-02,-9.295718491541235529e-02,3.194999999999999574e+01
7.991267882980774839e-01,1.029717037814753544e+00,1.983214024040561352e+00,6.684637335969891014e-02,-5.573820677909326060e-02,3.254999999999999716e+01
7.776445774899255481e-01,1.081905872315529704e+00,1.940223427279279100e+00,7.987113693789696378e-02,-5.829630846609162170e-02,3.329999999999999716e+01
7.594588182950161581e-01,1.131790261810050602e+00,1.900231831603333754e+00,7.359399327522982148e-02,-5.641773494948981726e-02,3.400000000000000000e+01
7.588625300599814993e-01,1.133364620642782761e+00,1.881222431260678452e+00,-4.290049977815071219e-02,-4.211919410416908871e-02,3.439999999999999858e+01
7.417170426912388370e-01,1.196951763860233831e+00,1.805449589135939670e+00,1.313891678995397772e-01,-1.092706015265427211e-01,3.529999999999999716e+01
7.215034197322783838e-01,1.350413654681537068e+00,1.566666218637177366e+00,1.628879838363912202e-01,-3.392338537111694863e-01,3.629999999999999716e+01
7.527244814563163189e-01,1.517525875274794211e+00,1.201127383371991542e+00,1.888426529865966652e-01,-4.194887367268566591e-01,3.725000000000000000e+01
8.167866528343029620e-01,1.630791341644761250e+00,9.145691449807816786e-01,1.348777687666496972e-01,-2.791785261781741800e-01,3.810000000000000142e+01
8.539943970221658409e-01,1.674319137886991493e+00,8.208824991347923872e-01,1.014844434154703046e-01,-1.220799655386210630e-01,3.860000000000000142e+01
9.576128241448211842e-01,1.774323455228733470e+00,7.273393412051351037e-01,1.664406976545338424e-01,-8.057297668316198980e-02,3.960000000000000142e+01
1.009585615280649940e+00,1.819032015482829667e+00,6.932190670078005601e-01,9.815397196943879965e-02,-4.955820705849275920e-02,4.014999999999999858e+01
1.055363218090443755e+00,1.856193812760720041e+00,6.730642934438877401e-01,9.848113122620051618e-02,-2.374798354114845966e-02,4.075000000000000000e+01
1.103443599707901956e+00,1.894067178151126463e+00,6.624434490793045249e-01,9.162260092693592928e-02,-1.195000521367127651e-02,4.139999999999999858e+01
1.114924408193994632e+00,1.902990814694886845e+00,6.576447332890503761e-01,3.160428731859520057e-02,-2.500076813077084514e-02,4.164999999999999858e+01
1.130289961816625777e+00,1.914687773721696296e+00,6.439914193934920261e-01,5.062173448973696782e-02,-3.407267730987391385e-02,4.210000000000000142e+01
1.158239682454214936e+00,1.935249376317544012e+00,6.255859250843992525e-01,7.110685681184880647e-02,-3.311277893364100028e-02,4.264999999999999858e+01
1.187139563906393525e+00,1.955902195506172614e+00,6.177114985033218542e-01,7.095055994087082207e-02,-4.288231847545584050e-03,4.314999999999999858e+01
1.202363491701483156e+00,1.966680068693182681e+00,6.132662384830526170e-01,5.523974197956500742e-02,-2.302385258360003031e-02,4.344999999999999574e+01
1.234450551638755833e+00,1.988704475558214391e+00,5.869678431369180771e-01,4.095206019932665087e-02,-3.491027489781347443e-02,4.429999999999999716e+01
1.288045220045285655e+00,2.024001638309963713e+00,5.838386082499558150e-01,1.104411443519428687e-01,1.259324891232108112e-02,4.504999999999999716e+01
1.338352635524782341e+00,2.057569589359600659e+00,5.938719940916475926e-01,9.478626608781871854e-02,1.922155106203031483e-02,4.564999999999999858e+01
1.364777550911208337e+00,2.075673467291793806e+00,6.168683308980161817e-01,1.046158899704801963e-02,3.086940533431672962e-02,4.650000000000000000e+01
1.413076745342348284e+00,2.111249284829160189e+00,6.477255084120143724e-01,1.018137778050288295e-01,3.927996075959481331e-02,4.735000000000000142e+01
1.419956946498339478e+00,2.116375923547046511e+00,6.716268334044216415e-01,-3.511252774180916719e-02,3.593605248972464583e-02,4.800000000000000000e+01
1.467447138198959333e+00,2.156765156597026500e+00,7.233060613383165416e-01,1.073077462691408857e-01,5.870460454746145168e-02,4.900000000000000000e+01
1.483308831183878018e+00,2.170939141031715813e+00,7.353678008817450262e-01,6.730832022073397758e-02,3.977064924634525489e-02,4.925000000000000000e+01
1.525592514915369069e+00,2.210806162648846218e+00,7.786285151297197560e-01,7.494931213699737582e-02,6.144038086401484855e-02,5.004999999999999716e+01
1.556831407926012378e+00,2.242945794225590816e+00,8.227043566364128369e-01,5.787460276394354453e-02,6.372862444618190847e-02,5.075000000000000000e+01
1.586742901784575999e+00,2.277100258135664745e+00,8.829354402677229707e-01,5.564532987276638032e-02,8.114834671842233171e-02,5.154999999999999716e+01
1.598099774662044004e+00,2.291277066836467480e+00,9.070960294659371481e-01,4.932815809326015349e-02,6.003921127677391140e-02,5.189999999999999858e+01
1.640388411230443211e+00,2.353572948777645113e+00,1.056179995280784212e+00,8.248890177629980558e-02,2.047328764885553154e-01,5.289999999999999858e+01
1.653373638875463625e+00,2.378538208973971724e+00,1.125644453100804521e+00,4.957105658145120886e-02,1.172669204917155816e-01,5.335000000000000142e+01
1.662996326763986454e+00,2.400152377183709884e+00,1.176717089082053969e+00,4.616003597624519783e-02,9.159474152843564976e-02,5.385000000000000142e+01
1.676239066307795511e+00,2.440446914314897686e+00,1.364026862574647003e+00,3.655888879984752621e-02,2.498016008089045115e-01,5.485000000000000142e+01
1.680574502044706486e+00,2.484217786237568504e+00,1.564522966669480208e+00,6.467588833410217730e-02,2.525461460483885978e-01,5.564999999999999858e+01
1.679094083759845146e+00,2.507947276140965798e+00,1.740535105094613844e+00,1.520078097524218269e-02,2.206872215595018227e-01,5.639999999999999858e+01
1.671337363471135484e+00,2.536835390940781476e+00,1.896101655777507666e+00,4.599661848554480181e-02,1.605340735527019391e-01,5.725000000000000000e+01
1.649586695292874383e+00,2.591511730073771336e+00,1.981373580544660840e+00,6.604724597205315073e-02,5.083495924241911157e-02,5.825000000000000000e+01
1.629791631770314275e+00,2.636030238535691961e+00,1.991148098022166302e+00,9.025968102332720955e-02,-4.996659049298464265e-03,5.885000000000000142e+01
1.608191270973031495e+00,2.684683542197985773e+00,1.985398676004163976e+00,1.009848354299875961e-01,-1.398135489052353304e-02,5.939999999999999858e+01
1.592490250546225283e+00,2.720778245110188731e+00,1.975340133432800238e+00,7.799908813171396726e-02,-2.809449904280764826e-02,5.985000000000000142e+01
1.573156193638854505e+00,2.766616426325105405e+00,1.966283249155480695e+00,1.340015148250055521e-01,-1.469145624783731695e-02,6.030000000000000426e+01
1.555601110185468317e+00,2.809080589643907722e+00,1.958266470086857503e+00,8.017472676564137146e-02,-1.985780820131154839e-02,6.075000000000000711e+01
1.538661760448976068e+00,2.851422625392776133e+00,1.943555537868028704e+00,8.457119041771375689e-02,-3.119342115545688937e-02,6.130000000000000426e+01
1.519175656360009397e+00,2.904532085051154677e+00,1.891076499697194269e+00,4.701649374682581595e-02,-6.646848871836130712e-02,6.225000000000000711e+01
1.512013061076519005e+00,2.927887367942769270e+00,1.839332773629466011e+00,2.002625829577364333e-02,-5.798073182472827936e-02,6.310000000000000853e+01
1.508168597488447116e+00,2.943460867455635288e+00,1.783680457540255837e+00,2.136173930844428512e-02,-8.318237229930466881e-02,6.385000000000000853e+01
1.505619175061736037e+00,2.956883923931422409e+00,1.734222748344406373e+00,2.364531199131965356e-02,-8.194805158100129661e-02,6.445000000000000284e+01
1.505085781371715115e+00,2.960302784020339750e+00,1.709020155708950162e+00,2.286231612372417645e-03,-8.592932845794713781e-02,6.475000000000000000e+01
1.500000000000000000e+00,2.999999999999999556e+00,1.703605096584070777e+00,7.291581395546740951e-02,3.396941993514936142e-02,6.554999999999999716e+01
