x,y,theta,v_b,omega,t
1.033764711378719836e+00,7.089124189181714719e-01,2.396500326195092345e+00,6.734719829059170049e-02,-8.679124359044546044e-02,4.470000000000000284e+01
1.018276484458707776e+00,7.236036622288969378e-01,2.368613360653333721e+00,4.372020168437885934e-02,-5.734593864238742705e-02,4.510000000000000142e+01
1.006039780146725571e+00,7.358303883856732730e-01,2.344015720604492259e+00,3.490412676890231741e-02,-5.278277373347091406e-02,4.555000000000000426e+01
9.973477643342758547e-01,7.448532789356454575e-01,2.332609833492085283e+00,6.263266143604301339e-02,-3.980848743684706897e-02,4.580000000000000426e+01
9.694199233052375186e-01,7.751747465642754298e-01,2.294353050080421674e+00,5.624522188837055570e-02,-6.316363519619715150e-02,4.650000000000000711e+01
9.257951966109081443e-01,8.285262914331761319e-01,2.217922135694637920e+00,7.955108636734579963e-02,-8.927721020398611540e-02,4.745000000000000995e+01
8.880126630366219631e-01,8.824511290179671841e-01,2.146734830344372735e+00,7.665274904391100597e-02,-8.079208640255390594e-02,4.830000000000001137e+01
8.653965558125651381e-01,9.186889093666209538e-01,2.113716119950412864e+00,9.168301318356897323e-02,-5.618732814048137819e-02,4.880000000000001137e+01
8.218977442505996933e-01,9.965536888540378335e-01,2.042964786813811884e+00,9.410491559604219902e-02,-8.356742852825931045e-02,4.975000000000001421e+01
7.971290030452046205e-01,1.048238825436956789e+00,1.992675505959603743e+00,7.526116020323685152e-02,-6.487557674828639542e-02,5.045000000000001705e+01
7.738187782251670921e-01,1.103770838737702320e+00,1.944560247785864338e+00,9.218617659207062331e-02,-7.118461696248130910e-02,5.115000000000001990e+01
7.374076676038221478e-01,1.211846231659088557e+00,1.842359608054954911e+00,1.697347738979154697e-01,-1.715853779270620494e-01,5.195000000000001705e+01
7.149590858235318480e-01,1.417183463212098538e+00,1.468340949259318240e+00,2.229443521843098297e-01,-5.419790512881342837e-01,5.295000000000001705e+01
7.430348337221193145e-01,1.526128380855438227e+00,1.159148797990810387e+00,1.246157683867876870e-01,-3.635180630117400558e-01,5.365000000000001990e+01
7.762852743610253459e-01,1.585992464000389290e+00,9.753813015013670373e-01,8.304026702608784116e-02,-1.932770539609953153e-01,5.435000000000002274e+01
8.098995493256364586e-01,1.630136471987051694e+00,8.730770204862896566e-01,7.046602683604752393e-02,-1.011608188428131383e-01,5.510000000000002274e+01
8.410576618328496901e-01,1.665533747944305976e+00,8.305089475115348119e-01,9.628189512124593619e-02,-6.211223551516698027e-02,5.565000000000001990e+01
8.756621776067755603e-01,1.702063637135820651e+00,7.927871167583369072e-01,6.641223978277520368e-02,-5.541879149129230742e-02,5.630000000000001847e+01
9.385452415066031229e-01,1.761846246289685558e+00,7.286314122343119370e-01,1.030701612642959952e-01,-7.399277321582274636e-02,5.725000000000002132e+01
1.044511856832951668e+00,1.850761596264807629e+00,6.743527753888738374e-01,1.966995765525708928e-01,-5.986970234305317301e-02,5.810000000000002274e+01
1.098853547055970825e+00,1.893426954529252360e+00,6.583084632921509805e-01,1.980206276135640098e-01,-3.515250175427039186e-02,5.845000000000002416e+01
1.202086080960979686e+00,1.971963179702364233e+00,6.448557775043276541e-01,2.005698520295629839e-01,-1.195849933750600669e-02,5.910000000000002274e+01
1.303930870681979881e+00,2.049397802889664888e+00,6.613414793037966088e-01,2.204206721277539582e-01,5.306556577074835607e-02,5.970000000000002416e+01
1.356328322685968590e+00,2.090772417693562257e+00,6.745940454395528141e-01,2.243232963708979288e-01,3.700479573665219762e-02,6.000000000000002132e+01
1.494887679655126478e+00,2.202074849839509074e+00,6.694772514696967214e-01,1.674979343981206070e-01,-2.561202244748533863e-02,6.095000000000002416e+01
1.615324795396376967e+00,2.300896692979204516e+00,7.216115774867359889e-01,2.053601982767942202e-01,1.191128546924899445e-01,6.175000000000002132e+01
1.777109249253816969e+00,2.449772666493206241e+00,7.456124344138348459e-01,2.883942248527473495e-01,-2.370358380835123346e-02,6.260000000000002274e+01
1.927702674249799575e+00,2.583328979238253442e+00,6.952759448678983434e-01,1.880601704974858845e-01,-7.099839320246223440e-02,6.350000000000002132e+01
2.014308994901744310e+00,2.650686993115175305e+00,6.118735524104844670e-01,8.765799870238276392e-02,-1.016034270353129154e-01,6.440000000000001990e+01
2.060061900861174689e+00,2.680149939672418657e+00,5.243551558826269332e-01,4.364282021409285339e-02,-8.701834047827251839e-02,6.535000000000002274e+01
2.080162144397970980e+00,2.690940349522025432e+00,4.506695149412989210e-01,2.053733394458879050e-02,-9.475185713011570476e-02,6.615000000000001990e+01
2.100000000000000089e+00,2.700000000000000622e+00,4.158081213899667561e-01,4.631503656873593722e-02,-3.570669995785440837e-02,6.675000000000001421e+01
