x,y,theta,v_b,omega,t
4.081183093222252034e-01,2.472547298866915710e+00,1.169810786861662066e+00,1.257770233425389572e-01,-2.647767971217355326e-02,1.420000000000000107e+01
5.086003734035766666e-01,2.690262837414013841e+00,1.103152997711805083e+00,3.013783931615398592e-01,-9.642945900750841959e-02,1.520000000000000107e+01
5.806226675365409040e-01,2.823979781586964499e+00,1.048733412794969677e+00,2.213575559140731064e-01,-8.458494211822512043e-02,1.580000000000000071e+01
7.279078553640627725e-01,3.038052291771376812e+00,8.651845728473878117e-01,3.006352241738751152e-01,-2.774554978727905574e-01,1.675000000000000000e+01
8.270566614502078417e-01,3.138986989067492406e+00,7.189399939356875269e-01,1.934991201707812192e-01,-2.146016483573843781e-01,1.735000000000000142e+01
9.321767677378469674e-01,3.217758926649549434e+00,5.654919449562246792e-01,1.644511625278360922e-01,-1.960123858427093857e-01,1.810000000000000142e+01
9.992134896627502538e-01,3.256158756373680685e+00,4.765502874168254244e-01,1.069383705691171887e-01,-1.138937419769666809e-01,1.870000000000000284e+01
1.034206536156880185e+00,3.273343577177895813e+00,4.373163034195097776e-01,7.311477677377216378e-02,-6.822790668961702110e-02,1.915000000000000213e+01
1.086572287483613897e+00,3.296227810730215424e+00,3.874117759823003659e-01,8.648517140901801348e-02,-7.322283057329258271e-02,1.985000000000000142e+01
1.125952261432900725e+00,3.311478480832111604e+00,3.515655866201619073e-01,7.078533524968043389e-02,-5.988571584946769666e-02,2.040000000000000213e+01
1.162480476727142165e+00,3.324228028063884288e+00,3.205219436947423506e-01,7.015148744316726526e-02,-5.421680409051050920e-02,2.095000000000000284e+01
1.286587804676385893e+00,3.359538106551895442e+00,2.345673102987483605e-01,1.569083783913129415e-01,-1.053182088271022165e-01,2.195000000000000284e+01
1.439445004680949713e+00,3.388690997706981900e+00,1.460522425307616279e-01,1.679110652841388496e-01,-8.680602403590345628e-02,2.290000000000000213e+01
1.537750548650284488e+00,3.400826149910765483e+00,1.017770547186879898e-01,1.264857837341867852e-01,-4.905153105416265591e-02,2.360000000000000142e+01
1.655527668837543098e+00,3.410487965728839832e+00,6.355197466409147344e-02,1.458919000158294677e-01,-4.304041122403481912e-02,2.445000000000000284e+01
1.810450956683152368e+00,3.417296357152185493e+00,2.590679676895233166e-02,1.722077685759141330e-01,-3.825345821178578049e-02,2.540000000000000213e+01
1.997396439769308252e+00,3.418953676098607897e+00,-6.268112061927982002e-03,1.944732219551055241e-01,-2.953294506286756327e-02,2.640000000000000213e+01
2.063877601987128774e+00,3.418212246844990698e+00,-1.581722252989969241e-02,1.153845078596631296e-01,-1.525901871189528324e-02,2.685000000000000142e+01
2.108203224988783209e+00,3.417390062987847976e+00,-2.107835265966370025e-02,8.685885085907568692e-02,-9.192225384994335072e-03,2.730000000000000071e+01
2.156638347461413030e+00,3.416261719871441116e+00,-2.525784485768681892e-02,8.888514621337811894e-02,-6.585526163199952217e-03,2.785000000000000142e+01
2.308716547577813305e+00,3.411913479930867688e+00,-3.135078361141875603e-02,1.838374820401347531e-01,-6.452219455599219299e-03,2.885000000000000142e+01
2.358154887404694033e+00,3.410324008718153888e+00,-3.282584715173225698e-02,1.096262073689824590e-01,-2.483971592983394341e-03,2.920000000000000284e+01
2.472834959623467999e+00,3.406605003103512441e+00,-3.121913403593414363e-02,1.486214192833988923e-01,4.076153402959475577e-03,3.005000000000000426e+01
2.615633535769731122e+00,3.402652409624624230e+00,-2.326589996976400482e-02,1.639863052237582053e-01,1.114202126142329816e-02,3.095000000000000284e+01
2.723332334510596642e+00,3.400647417907593617e+00,-1.318729806876624278e-02,1.320901744030184011e-01,1.469056848886645533e-02,3.170000000000000284e+01
2.769277548317898408e+00,3.400169538898571098e+00,-7.360747570239468442e-03,8.153368080756331904e-02,1.173043042156093722e-02,3.215000000000000568e+01
2.800000000000000266e+00,3.400000000000000799e+00,-4.571180650066045473e-03,1.240697482114653909e-02,-1.024101921242821529e-03,3.305000000000000426e+01
