x,y,theta,v_b,omega,t
1.510605268905877763e+00,2.155121762899621984e+00,8.303233282320934272e-01,1.137269443321634044e-01,4.785358268426745387e-02,4.195000000000000284e+01
1.552745455182379830e+00,2.202732207111988583e+00,8.645112772934635537e-01,7.786335377359611398e-02,4.925431203513160050e-02,4.265000000000000568e+01
1.594969547072280003e+00,2.254596951210087408e+00,9.115897414059428439e-01,8.630711141336838699e-02,6.381380608676551214e-02,4.345000000000000284e+01
1.643746030226498123e+00,2.322546221479292239e+00,9.883746162792472756e-01,1.036131980430318872e-01,1.055017093666614642e-01,4.430000000000000426e+01
1.696562367097886437e+00,2.420235994787372391e+00,1.186615866004780306e+00,1.095411947743210324e-01,2.608367259810490668e-01,4.530000000000000426e+01
1.712081048315940324e+00,2.473494794801097463e+00,1.434960798214545807e+00,3.562995889899460422e-02,2.583528504000037751e-01,4.625000000000000711e+01
1.713344873376019040e+00,2.490571232005616142e+00,1.554164584413080252e+00,1.563674622307224121e-02,8.779486163556829426e-02,4.705000000000000426e+01
1.713412559942279589e+00,2.491333659499492814e+00,1.612397228739354205e+00,-5.560701608247935884e-03,5.955254069106018233e-02,4.790000000000000568e+01
1.714237728142486983e+00,2.480466269112464150e+00,1.674880260945181387e+00,-1.841675524996877478e-02,8.782033242480895285e-02,4.870000000000000284e+01
1.714763381207747628e+00,2.475894660328710639e+00,1.695219227043479604e+00,-1.286452117911930822e-02,5.230693479725599671e-02,4.900000000000000000e+01
1.712187666445738277e+00,2.492585783720000947e+00,1.738008617818243229e+00,4.436775499975613435e-02,6.561145190841902175e-02,4.970000000000000284e+01
1.710630107318979354e+00,2.501455377103450228e+00,1.751229680570648428e+00,2.940679260070456699e-02,4.260089508646849182e-02,4.995000000000000284e+01
1.717952335999578306e+00,2.470411694611522435e+00,1.830626211081141097e+00,-6.695341955634637188e-02,1.136336611883663195e-01,5.085000000000000142e+01
1.723718172132964188e+00,2.450209021829079958e+00,1.867455785546393132e+00,-3.284062904259579113e-02,5.990787775868093579e-02,5.130000000000000426e+01
1.713353693295827762e+00,2.480151620459516426e+00,1.918172143386222661e+00,7.267851853479816160e-02,5.923509307594609918e-02,5.215000000000000568e+01
1.661384265827194229e+00,2.611561035133577846e+00,1.969265879062672475e+00,1.756700682393893820e-01,4.828002160130420023e-02,5.315000000000000568e+01
1.624674950610710988e+00,2.696492998313413825e+00,1.985099620180373448e+00,1.071616647109599196e-01,8.096652155281816240e-03,5.385000000000000853e+01
1.611802631458693957e+00,2.725629760563340831e+00,1.989007539024179039e+00,7.894952693086461359e-02,1.343050563975465087e-02,5.420000000000000995e+01
1.548158994374842834e+00,2.871030613193121805e+00,1.972872464409571425e+00,2.299879360924132199e-01,-3.604828318923847946e-02,5.510000000000000853e+01
1.499995620625346859e+00,2.999433869874329250e+00,1.842428172956968702e+00,8.699778407551726767e-02,-1.796608673583217630e-01,5.610000000000000853e+01
1.497673128577240220e+00,3.006186012755112102e+00,1.719720881728745709e+00,-2.874460953378058306e-02,-1.380919901615869361e-01,5.690000000000000568e+01
1.499453852238110674e+00,2.991483946136529237e+00,1.667163681937243958e+00,-3.501172455740689943e-02,-1.021694248699276386e-01,5.735000000000000853e+01
1.500273987623064409e+00,2.980028315307508446e+00,1.599890569627515857e+00,-6.205966130682692358e-03,-9.195640113287235906e-02,5.805000000000001137e+01
1.500000000000000000e+00,3.000000000000000000e+00,1.582173142001510824e+00,6.978634854503402984e-02,1.612352794460021697e-03,5.855000000000001137e+01
