x,y,theta,v_b,omega,t
1.046893386610267207e+00,3.279750225287551224e+00,4.617613707999502770e-01,2.773520587063070808e-01,-5.071058751844222945e-01,2.400000000000000355e+01
1.142841921798576132e+00,3.316981824315103911e+00,2.831111133755582765e-01,1.582147319000043739e-01,-2.461000113907671205e-01,2.450000000000000355e+01
1.227166588400856462e+00,3.336734908437960723e+00,1.894573135757232629e-01,1.365089541785441674e-01,-9.607569720666347957e-02,2.510000000000000497e+01
1.280001928226768726e+00,3.345971616525833525e+00,1.590509157042122312e-01,1.073665135547234584e-01,-4.749782034551940785e-02,2.555000000000000426e+01
1.463419650892670010e+00,3.370260699296015350e+00,1.077278216157081941e-01,2.422533730395718399e-01,-6.054948725799361164e-02,2.650000000000000355e+01
1.609881955612359361e+00,3.383560133080912635e+00,7.454512371165332441e-02,1.907905374180655367e-01,-3.896123742528270067e-02,2.720000000000000284e+01
1.663084587389205726e+00,3.387246599516532175e+00,6.392672282756864388e-02,1.235606234947148885e-01,-2.367941081342400320e-02,2.755000000000000426e+01
1.812765342485779252e+00,3.395087904986809235e+00,4.170319760651219204e-02,2.060244652558314293e-01,-2.837175559960030888e-02,2.840000000000000568e+01
2.017843729629205551e+00,3.401163551814386565e+00,1.855943445531274202e-02,2.401301187933276016e-01,-2.473084061798616617e-02,2.930000000000000426e+01
2.290313836425676097e+00,3.403305642333258163e+00,-1.245478331606245451e-03,2.898342882716221647e-01,-1.781670140288494492e-02,3.030000000000000426e+01
2.456052734165710127e+00,3.402408881845679467e+00,-8.677672780005299055e-03,2.046125112558669357e-01,-6.044364671349567071e-03,3.100000000000000355e+01
2.618199554420113540e+00,3.400831399891027118e+00,-9.902746897879502117e-03,2.015890936174919434e-01,9.259223945478500415e-04,3.180000000000000426e+01
2.706313922847434661e+00,3.400010209581582288e+00,-8.325778439890570842e-03,1.333063870232618631e-01,4.244058895640561054e-03,3.235000000000000142e+01
2.799999999999999378e+00,3.399999999999999911e+00,1.416020109606397522e-02,7.550806638041873686e-02,3.041855807755898186e-02,3.335000000000000142e+01
