x,y,theta,v_b,omega,t
4.714113939568754241e-01,2.056969899536287283e+00,1.367972609785008453e+00,4.217556105211322376e-02,-2.436579556453685041e-02,3.375000000000000711e+01
4.790027897364856901e-01,2.092146211351333385e+00,1.348928209194582672e+00,4.244064486997224661e-02,-2.141864359979141208e-02,3.460000000000000853e+01
4.858840767254122839e-01,2.121619312363510979e+00,1.334027520842780090e+00,3.925834771805001427e-02,-1.902239244296887594e-02,3.535000000000000853e+01
4.949608189244489864e-01,2.157853868154330890e+00,1.316853541755386381e+00,4.626103525698704172e-02,-2.080964114707460969e-02,3.620000000000000995e+01
5.002149220801551666e-01,2.177735750623026600e+00,1.308205322398501957e+00,3.780561813332368459e-02,-1.497150723103650091e-02,3.670000000000000995e+01
5.036541762984475534e-01,2.190398215906483426e+00,1.302943551652919973e+00,2.928131844127043054e-02,-1.185084814918453341e-02,3.710000000000000853e+01
5.119828150116270127e-01,2.219991230679955851e+00,1.289825953858899421e+00,4.309164601259033583e-02,-1.879099109197591641e-02,3.790000000000000568e+01
5.197665075792162748e-01,2.246388312686938171e+00,1.278438693106228152e+00,4.191567584143036929e-02,-1.677150859287534004e-02,3.855000000000000426e+01
5.239242608623139175e-01,2.260060600263635866e+00,1.272728473190950060e+00,3.136794453848623654e-02,-1.248526960068620240e-02,3.895000000000000284e+01
5.317171702077790885e-01,2.284958593107339286e+00,1.262146260181630009e+00,4.052875518706876290e-02,-1.661200719355263727e-02,3.965000000000000568e+01
5.387813362777483794e-01,2.306757691167665936e+00,1.252663288855035306e+00,3.679521109407293128e-02,-1.530993898197062497e-02,4.025000000000000711e+01
5.473535946188362589e-01,2.332296491027295637e+00,1.241181457923728138e+00,3.941240453081733264e-02,-1.702159125580078244e-02,4.095000000000000995e+01
5.551300915524599588e-01,2.354641128283440299e+00,1.230440428821348409e+00,3.466870116145718411e-02,-1.622927985116118937e-02,4.160000000000000853e+01
5.664841268016475029e-01,2.385908231153392123e+00,1.214395758520917967e+00,4.131319530266760326e-02,-2.021675973849233060e-02,4.245000000000000995e+01
5.728313812706703478e-01,2.402737234601460603e+00,1.205994919848204505e+00,3.252250167269123832e-02,-1.454304327431940255e-02,4.295000000000000995e+01
5.812477126209736333e-01,2.424446962794517102e+00,1.196020274114020010e+00,3.772073946752271811e-02,-1.582088650134340704e-02,4.360000000000000853e+01
5.860671504324185266e-01,2.436600960551684292e+00,1.190555251111636847e+00,2.914429927523092684e-02,-1.211486043699360089e-02,4.400000000000000711e+01
5.883554917787532368e-01,2.442304615020598924e+00,1.187917122869531994e+00,2.093532727280906364e-02,-9.287544764293649210e-03,4.425000000000000711e+01
5.999488012602954834e-01,2.470429071297267853e+00,1.171180835941477039e+00,3.697537930219917113e-02,-2.152926281128621569e-02,4.520000000000000995e+01
6.142916155985961302e-01,2.503479698424306399e+00,1.151885327577814699e+00,4.148819081273906473e-02,-2.140206049451454443e-02,4.610000000000000853e+01
6.184913964895241145e-01,2.512846123354192329e+00,1.146741941019851385e+00,2.864796771206349485e-02,-1.383511548725372201e-02,4.640000000000000568e+01
6.263078038357386967e-01,2.529963070369560807e+00,1.138256020170520300e+00,3.298738225012039921e-02,-1.433430905487884620e-02,4.700000000000000711e+01
6.344041375468822963e-01,2.547304431498029764e+00,1.129659635222184155e+00,3.124493111885195962e-02,-1.432172361786440695e-02,4.760000000000000853e+01
6.466308336711107385e-01,2.572756917483536743e+00,1.116163358508554415e+00,3.734517860318650045e-02,-1.820805366998728622e-02,4.840000000000000568e+01
6.565613695682361861e-01,2.592797175975692259e+00,1.105322797610728713e+00,3.273390295177017184e-02,-1.577770487951132491e-02,4.905000000000000426e+01
6.697442478644398678e-01,2.618593855491070155e+00,1.091411206836598202e+00,3.797893066982494653e-02,-1.823702627649619046e-02,4.985000000000000142e+01
6.739506996547419693e-01,2.626642318210912652e+00,1.086961996631195415e+00,2.437651268828251727e-02,-1.218322127653516732e-02,5.014999999999999858e+01
6.908443541935720411e-01,2.658075807829317849e+00,1.068150427530728086e+00,4.059033391339003649e-02,-2.182114246908597663e-02,5.114999999999999858e+01
6.963164092326705745e-01,2.667958964016828194e+00,1.062155042353734036e+00,2.618844602091470811e-02,-1.363062071736991475e-02,5.150000000000000000e+01
7.113139054571703257e-01,2.694324973570599635e+00,1.044770579660585286e+00,3.448656884027598291e-02,-2.048840720459783188e-02,5.245000000000000284e+01
7.306105368606873318e-01,2.726749285337455753e+00,1.023356151926321456e+00,3.914987010979304599e-02,-2.183790426252209260e-02,5.345000000000000284e+01
7.363382744380916334e-01,2.736081963339762613e+00,1.017382566117238207e+00,2.552815140003590264e-02,-1.350994469340456063e-02,5.380000000000000426e+01
7.529575627319045061e-01,2.762480190548454395e+00,1.000353694188324871e+00,3.611579444576147602e-02,-1.999890811575293775e-02,5.475000000000000711e+01
7.697542807419973654e-01,2.788163107498502047e+00,9.827201537362544315e-01,3.315062422683557469e-02,-1.939280608390947860e-02,5.565000000000000568e+01
7.907805824659080995e-01,2.818998675582394586e+00,9.621875662044555577e-01,3.914536264755393014e-02,-2.105375307574243460e-02,5.665000000000000568e+01
8.018990998338011433e-01,2.834791920425032696e+00,9.529226020866853331e-01,3.263063919852378370e-02,-1.417446311779046488e-02,5.720000000000000284e+01
8.115139636566831571e-01,2.848217911520296575e+00,9.457114273317744901e-01,2.841015298937150588e-02,-1.243518886035232737e-02,5.775000000000000000e+01
8.287800197515725609e-01,2.871787167263964768e+00,9.309798277423446677e-01,3.433663983023300253e-02,-1.827816366153705782e-02,5.864999999999999858e+01
8.499900102493038734e-01,2.899747236376890580e+00,9.127620641643834354e-01,3.812129072839451349e-02,-1.960049959125417796e-02,5.960000000000000142e+01
8.624878222971603670e-01,2.915751090270624069e+00,9.030428601967007696e-01,3.130734105470284190e-02,-1.412303661083488815e-02,6.020000000000000284e+01
8.793493360675079806e-01,2.936862217096225081e+00,8.905876000714079144e-01,3.501973705510869062e-02,-1.632699565959793916e-02,6.100000000000000000e+01
8.961001657218050642e-01,2.957295938624295406e+00,8.774475504960765893e-01,3.201239768912170214e-02,-1.647314105433325335e-02,6.179999999999999716e+01
9.202077869888223294e-01,2.985753415443875625e+00,8.585105385656005561e-01,3.959492354001732661e-02,-2.005551295327617778e-02,6.279999999999999716e+01
9.287077188929058202e-01,2.995533676068151685e+00,8.522403904219993942e-01,2.733899790348150519e-02,-1.253944235135367145e-02,6.319999999999999574e+01
9.450936411312327312e-01,3.014051372346099988e+00,8.404567816218375675e-01,3.270912385069663780e-02,-1.587654738924162631e-02,6.399999999999999289e+01
9.684092684318782451e-01,3.039615695984037025e+00,8.219125078652560479e-01,3.539873801603062031e-02,-1.974664736942704363e-02,6.500000000000000000e+01
9.903783861026124180e-01,3.062874454277042080e+00,8.064110091761411692e-01,3.876019622726336461e-02,-1.748229167305217699e-02,6.584999999999999432e+01
1.004279926067079387e+00,3.077252002315140622e+00,7.983086857986662066e-01,3.488013760350498066e-02,-1.298546543569571721e-02,6.639999999999999147e+01
1.010550053838741746e+00,3.083664869355835059e+00,7.950124749832954141e-01,2.607585483146924316e-02,-9.433860389193174725e-03,6.669999999999998863e+01
1.022306063243979990e+00,3.095579488592786088e+00,7.892504299526936773e-01,3.315107279729849477e-02,-1.114173705674511954e-02,6.724999999999998579e+01
1.027338444835369735e+00,3.100638600417237267e+00,7.868421585613827318e-01,2.485457274412591899e-02,-8.410503990762287913e-03,6.749999999999998579e+01
1.033090884026184986e+00,3.106391543107602793e+00,7.840234566956825191e-01,2.206235676199606172e-02,-7.788077126055877562e-03,6.784999999999998010e+01
1.048035848219688981e+00,3.121179216818894542e+00,7.760932486403517849e-01,3.442239674618371298e-02,-1.333339813061441663e-02,6.854999999999998295e+01
1.063211516288178560e+00,3.135948445295238862e+00,7.674424749326996809e-01,3.152040091427890656e-02,-1.329239335398506652e-02,6.919999999999998863e+01
1.084570067114442038e+00,3.156286065396689100e+00,7.542238862414858414e-01,3.623820970342729597e-02,-1.669068577304003154e-02,7.004999999999998295e+01
1.103206587910073644e+00,3.173588978831098473e+00,7.423588845747489673e-01,3.267915812424687649e-02,-1.534534905177452335e-02,7.079999999999998295e+01
1.126850687083036595e+00,3.194928390603598345e+00,7.256814604319782314e-01,3.388774446903043691e-02,-1.858622124324062902e-02,7.174999999999998579e+01
1.154585073551419816e+00,3.219054158448451108e+00,7.063331922939697360e-01,3.801359653288693269e-02,-1.969622370314461426e-02,7.274999999999998579e+01
1.171970488943579136e+00,3.233723174681471413e+00,6.957085661248114672e-01,3.328449740548830582e-02,-1.438082311650876362e-02,7.339999999999999147e+01
1.193459009430864359e+00,3.251459258410081876e+00,6.845245804494195507e-01,3.920861276158404268e-02,-1.520542823669677850e-02,7.414999999999999147e+01
1.201004146366454028e+00,3.257593759997636340e+00,6.807732175640859307e-01,2.720905183719423553e-02,-1.040490504642123393e-02,7.444999999999998863e+01
1.216185631494360431e+00,3.269793880396546282e+00,6.730531796947183398e-01,3.153636561779116221e-02,-1.274194979739594162e-02,7.509999999999999432e+01
1.240091903770926152e+00,3.288602507780375106e+00,6.600317086715049575e-01,3.785560608823287931e-02,-1.662087977097452540e-02,7.594999999999998863e+01
1.260952426060760523e+00,3.304611011531278564e+00,6.492670008460934561e-01,3.741309598237794326e-02,-1.467771305483069749e-02,7.664999999999999147e+01
1.276092970331615728e+00,3.316016593745596985e+00,6.420370599652160948e-01,3.263532934790708967e-02,-1.217155177264793962e-02,7.719999999999998863e+01
1.293560632210333683e+00,3.328965386664145321e+00,6.337425080571535974e-01,3.391785053088747226e-02,-1.310686578938724881e-02,7.784999999999999432e+01
1.314576047453353658e+00,3.344238954585732504e+00,6.230536853327738323e-01,3.501314208558381491e-02,-1.487301102270726684e-02,7.859999999999999432e+01
1.342105071598051147e+00,3.363730923874406198e+00,6.092776596682599743e-01,4.198080226128122344e-02,-1.688524693154283551e-02,7.944999999999998863e+01
1.355428958662614036e+00,3.372966459733337086e+00,6.030656377618397457e-01,3.200796370086728126e-02,-1.168463230300502420e-02,7.989999999999999147e+01
1.375501154429399797e+00,3.386666088702198874e+00,5.948765335040663293e-01,4.049487502601696598e-02,-1.314087363270003556e-02,8.054999999999999716e+01
1.385735343771611561e+00,3.393561503444991523e+00,5.909550430381654840e-01,3.140641406630410859e-02,-9.758205034421433416e-03,8.089999999999999147e+01
1.395847230003361084e+00,3.400318633185249073e+00,5.872466676518898199e-01,2.969804673717522242e-02,-8.921683045324826922e-03,8.129999999999999716e+01
1.403813029919616984e+00,3.405603757453151914e+00,5.843233101486929870e-01,2.555994429201075002e-02,-7.927134133680551614e-03,8.164999999999999147e+01
1.424866661105636423e+00,3.419409222303350759e+00,5.764431726554862800e-01,4.173809182427525022e-02,-1.314889550525824048e-02,8.234999999999999432e+01
1.440898852297015198e+00,3.429763926484350467e+00,5.705198199735683762e-01,3.585416813752855675e-02,-1.098456949386048161e-02,8.284999999999999432e+01
1.457053479993789091e+00,3.440062280922561833e+00,5.644970415757065707e-01,3.419485130303738518e-02,-1.092799591266375471e-02,8.339999999999999147e+01
1.482237692114373173e+00,3.455826554436304487e+00,5.538173258738612326e-01,3.862736225633078835e-02,-1.461686761057844064e-02,8.419999999999998863e+01
1.519862014487581625e+00,3.478659820520815238e+00,5.370777723584944097e-01,4.637476313825050767e-02,-1.770420157626306779e-02,8.519999999999998863e+01
1.543976544844322563e+00,3.492859454000467601e+00,5.276049909289223239e-01,4.115370302499754551e-02,-1.273634313403276645e-02,8.584999999999999432e+01
1.574748381462301783e+00,3.510585417464583191e+00,5.179039049794905702e-01,5.068471947155490931e-02,-1.305038225779282107e-02,8.659999999999999432e+01
1.590175203579689223e+00,3.519330343940239469e+00,5.135705494735030019e-01,3.983969908816252514e-02,-9.243400837020947919e-03,8.700000000000000000e+01
1.603220958211559521e+00,3.526659769235510833e+00,5.102172695622964049e-01,3.569051748827303805e-02,-7.766391562729335445e-03,8.740000000000000568e+01
1.619222752182246428e+00,3.535573330597850283e+00,5.062407982482364233e-01,3.724851631867333313e-02,-8.076670254275613789e-03,8.790000000000000568e+01
1.650065084657877046e+00,3.552522901575165815e+00,4.987925675699896311e-01,5.213009043990777386e-02,-1.094822541714965923e-02,8.865000000000000568e+01
1.659360732665461802e+00,3.557573071267864151e+00,4.965372018820576328e-01,3.445718166243346564e-02,-7.460171993891444656e-03,8.890000000000000568e+01
1.702294007779911578e+00,3.580544016535147200e+00,4.860211689574339133e-01,5.503161760889877657e-02,-1.190843039798220905e-02,8.990000000000000568e+01
1.745117149449277205e+00,3.602921604485973983e+00,4.774647900779515064e-01,5.776104518378185476e-02,-9.142295490936824115e-03,9.075000000000000000e+01
1.782639143142410232e+00,3.622200489194055351e+00,4.720992057157729627e-01,6.168112775042958879e-02,-6.833528535521319301e-03,9.145000000000000284e+01
1.796230519582042495e+00,3.629126184651688458e+00,4.704544283946097138e-01,4.251409273265330940e-02,-4.431829932396591336e-03,9.175000000000000000e+01
1.836595231499124958e+00,3.649560385210779412e+00,4.670238759381681315e-01,6.390262885797960701e-02,-4.219780495616032821e-03,9.254999999999999716e+01
1.882924179705790957e+00,3.672850167220996553e+00,4.648771441808656757e-01,7.200030002028327825e-02,-2.126975872748611360e-03,9.329999999999999716e+01
1.896184618227760854e+00,3.679497407607823511e+00,4.644824232023588295e-01,4.916211569344994953e-02,-1.135017133892266298e-03,9.354999999999999716e+01
1.945639935714411850e+00,3.704290510200476838e+00,4.652742604032029106e-01,7.974976905399701332e-02,2.102690198168553556e-03,9.434999999999999432e+01
1.982333544465973985e+00,3.722745945037750470e+00,4.668994913892073884e-01,7.144883424127652927e-02,3.494102130991394613e-03,9.489999999999999147e+01
2.023402058873633003e+00,3.743522162829360234e+00,4.699997421039728840e-01,7.994678890870127175e-02,6.189989377181496014e-03,9.549999999999998579e+01
2.052899623545052066e+00,3.758559126770771641e+00,4.729881465831832776e-01,6.918860999855622196e-02,6.947533461869016651e-03,9.594999999999998863e+01
2.093988475115908798e+00,3.779733295314544161e+00,4.789908984094848887e-01,8.187110530403346464e-02,1.187482103030500225e-02,9.654999999999998295e+01
2.139576505345265556e+00,3.803654319580324739e+00,4.877931995426673106e-01,8.821789308750925540e-02,1.638261771036762793e-02,9.714999999999997726e+01
2.175480458024905417e+00,3.822896485236491504e+00,4.964958441364223929e-01,7.698490737588194188e-02,1.806722284092673880e-02,9.764999999999997726e+01
2.225660758902691327e+00,3.850646350534075779e+00,5.149664030483016575e-01,8.459383886962087984e-02,3.106573911437049418e-02,9.834999999999998010e+01
2.298957174255554570e+00,3.893884510643540242e+00,5.521509956945963582e-01,1.078348011727711664e-01,5.016092237086657024e-02,9.919999999999997442e+01
2.321677453188674356e+00,3.908078358251406481e+00,5.646579794374652073e-01,7.500829330579211751e-02,3.508871408090988991e-02,9.949999999999997158e+01
2.350894459675005876e+00,3.926962726736258791e+00,5.837747039900026413e-01,6.593531829523463506e-02,4.027236056144710419e-02,9.999999999999997158e+01
2.416745904232296294e+00,3.973597528995928663e+00,6.522709945342015647e-01,9.254057343342519948e-02,8.723028427548781827e-02,1.009499999999999744e+02
2.436699277283564058e+00,3.989211913497703321e+00,6.754678348638794017e-01,5.769397531418509611e-02,5.065172405020790941e-02,1.012999999999999687e+02
2.450000000000000178e+00,4.000000000000000000e+00,6.845557776204550526e-01,1.449728851778992259e-02,-5.073586419604501040e-03,1.018499999999999659e+02
