x,y,theta,v_b,omega,t
3.504126795629716740e-01,1.882582098667683335e+00,1.452870750768489261e+00,1.296772667626424624e-01,-1.231929220652756701e-01,1.070000000000000107e+01
3.612013970818173103e-01,1.955199204080826147e+00,1.398101617795782348e+00,1.184765300983335462e-01,-7.050149488329733594e-02,1.130000000000000071e+01
3.746673863033637142e-01,2.024408365096793005e+00,1.360280897268995925e+00,1.171083595844626818e-01,-5.831020534247844528e-02,1.190000000000000036e+01
4.190307800124785653e-01,2.195430355534051081e+00,1.272125486619248846e+00,2.220815921242110802e-01,-1.180961377621712605e-01,1.284999999999999964e+01
4.737858750377654249e-01,2.349411097388656611e+00,1.186957841081004217e+00,1.943229271786029722e-01,-9.809670231098963078e-02,1.365000000000000036e+01
5.276802132106942489e-01,2.470740998791387977e+00,1.118366605561792460e+00,1.671090844784428875e-01,-8.645186214924027723e-02,1.440000000000000036e+01
5.618170012978777050e-01,2.537804907316364655e+00,1.082689286333116785e+00,1.174945973539552324e-01,-5.041227963144929297e-02,1.495000000000000107e+01
5.913532034493819145e-01,2.591786142213849065e+00,1.058113285198269304e+00,1.083235464353795446e-01,-4.089405521617198863e-02,1.550000000000000178e+01
6.051177599967023646e-01,2.615941755133539104e+00,1.047600296322117819e+00,8.054126821497750721e-02,-3.042752763636520641e-02,1.580000000000000249e+01
7.166498592730248252e-01,2.791775890355843615e+00,9.596970669374136342e-01,2.760095792135275894e-01,-1.314880122885188907e-01,1.680000000000000426e+01
8.086199878743339786e-01,2.912168159087482611e+00,8.729436634934284456e-01,2.053862815129023078e-01,-1.320852672384893456e-01,1.745000000000000284e+01
8.863412395135507049e-01,2.998037000270716401e+00,7.971394024617464158e-01,1.850105021994271626e-01,-1.214882349053180433e-01,1.805000000000000426e+01
1.081791934476152628e+00,3.158068718131130215e+00,5.530441518018787139e-01,2.881177806693885346e-01,-3.436627188740549732e-01,1.905000000000000426e+01
1.290788576365041074e+00,3.255343052163182094e+00,3.348234639411504787e-01,2.637948089669576723e-01,-2.005534407535620733e-01,1.990000000000000568e+01
1.492183994373761813e+00,3.309290311901684323e+00,1.934490444543301435e-01,2.596110887532227518e-01,-1.608236302830182152e-01,2.070000000000000639e+01
1.597944943830318820e+00,3.326876621754366159e+00,1.408779149243614970e-01,1.837242211783035872e-01,-6.556780889365274034e-02,2.120000000000000639e+01
1.667033657859414930e+00,3.335960603918654677e+00,1.225647763766281595e-01,1.672169118409974897e-01,-3.128206589638778123e-02,2.160000000000000497e+01
1.736274955426903466e+00,3.344039653619302221e+00,1.098662835926499382e-01,1.461935195234445872e-01,-2.595426857987784622e-02,2.205000000000000426e+01
1.981885676564417054e+00,3.366717893707498632e+00,7.486126628955258600e-02,3.013866653052454381e-01,-4.290927675992279450e-02,2.305000000000000426e+01
2.253597873494976422e+00,3.382318124532706971e+00,4.105131840306722874e-02,3.030773454323822946e-01,-3.462001337574682758e-02,2.395000000000000284e+01
2.431966353106812750e+00,3.388813607549391538e+00,3.653234455790443230e-02,2.252719696402438465e-01,1.008473571991164684e-02,2.465000000000000213e+01
2.592751088296970430e+00,3.394562748219509540e+00,3.186438165924506544e-02,2.079618092556530518e-01,-1.533621678359203822e-02,2.540000000000000213e+01
2.677130250913404286e+00,3.397014890051028413e+00,2.657218053652749337e-02,1.423197266747736611e-01,-7.180076311569294316e-03,2.590000000000000213e+01
2.724577533489020098e+00,3.398224802956538060e+00,2.454052473830296843e-02,1.015863289347897075e-01,-3.540057332805859359e-03,2.630000000000000071e+01
2.775622567393376094e+00,3.399440946022824317e+00,2.324041574826158155e-02,8.722031624356510471e-02,-1.598936170915076166e-03,2.685000000000000142e+01
2.800000000000000266e+00,3.400000000000000355e+00,2.246090975332115658e-02,2.419610175253189208e-02,-1.528226471162316127e-03,2.735000000000000142e+01
