x,y,theta,v_b,omega,t
1.378307828512624678e+00,4.252238960465180018e-01,2.435289640269077793e+00,6.325678958496075421e-02,5.439599514486267995e-02,1.710000000000000142e+01
1.338621935619318970e+00,4.580871622616571326e-01,2.460563040834145454e+00,7.970618314897141843e-02,2.585501570125971552e-02,1.780000000000000071e+01
1.317605477795113833e+00,4.750215225522185780e-01,2.465004812011605484e+00,9.803830593001426619e-02,6.155110783042785222e-03,1.810000000000000142e+01
1.268192527077153464e+00,5.138840964030526592e-01,2.491407039553302116e+00,8.404782372583896599e-02,5.516105668617219543e-02,1.880000000000000071e+01
1.233081360965553541e+00,5.401593019095498605e-01,2.501766406045637492e+00,7.653046725086899704e-02,-4.364722778982614224e-03,1.935000000000000142e+01
1.164404273415844848e+00,5.928671591306686750e-01,2.466631517498437010e+00,1.138590265502616855e-01,-6.113189445046492143e-02,2.020000000000000284e+01
1.069702496595138719e+00,6.742546316892664704e-01,2.395778365144231703e+00,1.298121177890418365e-01,-7.578973526500655533e-02,2.120000000000000284e+01
1.034907775628097326e+00,7.074587935333401800e-01,2.361010789997069370e+00,7.410479815307571827e-02,-6.490650164325585669e-02,2.170000000000000284e+01
1.007804631870135248e+00,7.349714665161849458e-01,2.338948653304919301e+00,1.133340971986707968e-01,-4.824303927984951307e-02,2.210000000000000142e+01
9.354662685065393557e-01,8.145407451814008493e-01,2.273743979526002157e+00,1.214986794001579468e-01,-8.509560043014917363e-02,2.300000000000000000e+01
9.103483465494334181e-01,8.451138690577166823e-01,2.241991803083525525e+00,8.278811235458230500e-02,-7.490336122103598282e-02,2.339999999999999858e+01
8.315462284571576435e-01,9.562058708767627868e-01,2.132511475356877018e+00,2.034290626232835297e-01,-1.732074609910699281e-01,2.425000000000000000e+01
7.382035389488127430e-01,1.157640664411000664e+00,1.849483525758691904e+00,2.692104532682349505e-01,-4.324745597601478697e-01,2.514999999999999858e+01
7.161197478902862068e-01,1.294089378226747744e+00,1.608217517321645973e+00,1.776732192761914797e-01,-3.212473256070600414e-01,2.579999999999999716e+01
7.352900916678939414e-01,1.457219791313127066e+00,1.294478417541457205e+00,1.858345851140132121e-01,-3.687242461377154834e-01,2.669999999999999574e+01
7.531280689673629514e-01,1.509058011420889578e+00,1.184161112490174306e+00,1.022501154908701110e-01,-2.031684942663864457e-01,2.709999999999999432e+01
8.059166637091167429e-01,1.609007468399819230e+00,9.920094713488135652e-01,1.281905473275596341e-01,-2.035366354187090610e-01,2.804999999999999361e+01
8.519789132214444782e-01,1.671464538233753627e+00,8.845739285095995941e-01,9.084781187581625339e-02,-1.045741611728532305e-01,2.879999999999999361e+01
9.151931473642094250e-01,1.742025630976314909e+00,8.015264361911841329e-01,1.048452096695273728e-01,-7.915462094771258394e-02,2.974999999999999289e+01
9.496392638851164358e-01,1.776421047285221322e+00,7.692458421098602450e-01,7.838708660219359525e-02,-4.540289733172211961e-02,3.029999999999999361e+01
9.698332864484342508e-01,1.795735924998692390e+00,7.583738826463635174e-01,1.049284116380800741e-01,-2.910307921572492795e-02,3.059999999999999432e+01
9.894130224526775930e-01,1.814092846579975271e+00,7.464257384205050805e-01,7.718954186379028970e-02,-4.815490837739702656e-02,3.089999999999999503e+01
1.105859616985802596e+00,1.916189682073031086e+00,6.982707853087087857e-01,2.086884555423609566e-01,-5.400575067149291503e-02,3.184999999999999432e+01
1.248250611515253850e+00,2.028701188926110177e+00,6.349747059993410270e-01,1.972770777874445214e-01,-7.929809959895764426e-02,3.274999999999999289e+01
1.311612406727548086e+00,2.073936371898203124e+00,6.056234315664277279e-01,1.927494638850573427e-01,-6.875752941691394560e-02,3.314999999999999147e+01
1.494919859572213516e+00,2.202135517961265165e+00,6.365576336286814518e-01,2.537909807890776359e-01,8.597576158037616156e-02,3.409999999999999432e+01
1.624309291937320099e+00,2.303170271002161318e+00,6.878061303611954225e-01,1.784178104314875224e-01,5.073754336353106936e-02,3.489999999999999147e+01
1.685348498729134503e+00,2.354344186636458058e+00,7.062193319787686274e-01,1.231351890427200141e-01,2.239384598495175807e-02,3.544999999999998863e+01
1.826692032515095487e+00,2.475945052029211446e+00,7.100018376830575795e-01,2.188910514596706380e-01,-5.816874538189084967e-03,3.644999999999998863e+01
1.895382207340057690e+00,2.534485582610300103e+00,6.983539923404732397e-01,1.282897054276366799e-01,-3.052288666961104277e-02,3.699999999999998579e+01
1.985904421332547853e+00,2.607832953670891740e+00,6.614826541680559613e-01,1.414262072303431039e-01,-5.033547859778846750e-02,3.784999999999998721e+01
2.058257123222681617e+00,2.661957642176507655e+00,6.206512331478325484e-01,1.215543771298503994e-01,-6.278350855837945554e-02,3.854999999999999005e+01
2.103652117489762663e+00,2.693334733948549164e+00,5.874822774972269235e-01,8.675148940972066125e-02,-5.840994282499748641e-02,3.909999999999998721e+01
2.158072767136459458e+00,2.727059038071296015e+00,5.122603810366302968e-01,5.298004193834086190e-02,-8.271486682923839817e-02,4.009999999999998721e+01
2.200000000000000622e+00,2.750000000000000000e+00,4.996970649097248196e-01,9.495985237975715365e-02,1.658646386832093519e-02,4.069999999999998863e+01
