x,y,theta,v_b,omega,t
1.174753537964055683e+00,5.730378863516223387e-01,2.382599290563813366e+00,1.283440250265970861e-01,-1.395678694240111602e-02,1.160000000000000142e+01
1.099411804616090782e+00,6.456689316054291528e-01,2.365027487311718524e+00,1.620987472750515801e-01,-3.197872709711190725e-02,1.230000000000000071e+01
9.294896984523245420e-01,8.323953000518721224e-01,2.235442511566901658e+00,2.991362648840817928e-01,-2.041161618003377309e-01,1.330000000000000071e+01
8.099970428831254621e-01,1.016884260289252495e+00,2.044203818780843562e+00,1.953252510008024467e-01,-1.930379819224654070e-01,1.425000000000000000e+01
7.572703404069103250e-01,1.134745651043874259e+00,1.948510636784913208e+00,1.598530603274664064e-01,-8.629693368756198579e-02,1.500000000000000000e+01
7.257444806227461020e-01,1.219556849728384851e+00,1.907152584480710900e+00,1.270661482264424935e-01,-4.957268905904061579e-02,1.565000000000000036e+01
7.060230891333151293e-01,1.278158431266033235e+00,1.884012187130643223e+00,1.030482795389546929e-01,-3.708667710251992850e-02,1.619999999999999929e+01
6.915424287130398362e-01,1.324195577974355720e+00,1.867249772801453211e+00,9.219073584772219387e-02,-3.110712185106642019e-02,1.669999999999999929e+01
6.576111405387095044e-01,1.443335606899768253e+00,1.829715582087421577e+00,1.750539441644385352e-01,-5.225200170290976442e-02,1.755000000000000071e+01
6.115925259850029105e-01,1.643397692727575077e+00,1.762190986809973881e+00,2.377175910026155803e-01,-8.397284872344218387e-02,1.850000000000000000e+01
5.852457535785056120e-01,1.804789983586461810e+00,1.702911566990199521e+00,1.857240589432281319e-01,-6.686883269317388245e-02,1.930000000000000071e+01
5.782855893566369865e-01,1.861668378864753226e+00,1.682215705565795805e+00,1.127978154278808792e-01,-4.049404328701041583e-02,1.969999999999999929e+01
5.671520311094307987e-01,1.983776672786477624e+00,1.641788370136648023e+00,1.612754535790028310e-01,-5.196544754013206896e-02,2.055000000000000071e+01
5.625206769379293981e-01,2.064582079752279142e+00,1.613737270311915273e+00,1.184395513685780749e-01,-4.314073773419573044e-02,2.115000000000000213e+01
5.613079926280912790e-01,2.098529603104285712e+00,1.598149612972190603e+00,8.104900515281344975e-02,-4.545409403726792530e-02,2.150000000000000355e+01
5.607826902945807213e-01,2.124102685815406399e+00,1.584862444315568553e+00,6.719574923518409348e-02,-3.231963455326744561e-02,2.185000000000000497e+01
5.605981091796240490e-01,2.143243307503628348e+00,1.576178594187270576e+00,6.119235070673992305e-02,-2.631044731855264329e-02,2.215000000000000568e+01
5.660757308708442848e-01,2.306212652179288725e+00,1.494710576613735631e+00,2.472962202127487741e-01,-1.392603121163746294e-01,2.305000000000000426e+01
5.838997242269887700e-01,2.448270513574406504e+00,1.390005329801407230e+00,2.021306129489541803e-01,-1.748347039484027254e-01,2.370000000000000284e+01
6.169218822726415530e-01,2.577917223167017546e+00,1.243740908610647899e+00,1.835074500486164328e-01,-2.332052695122652231e-01,2.440000000000000213e+01
6.444636284124681813e-01,2.647450993074057290e+00,1.141596141080982063e+00,1.264077897570997089e-01,-1.803238836982612725e-01,2.490000000000000213e+01
6.953984322295886367e-01,2.737094687034100637e+00,9.547753512577571433e-01,1.291678953584733669e-01,-2.737012748679668594e-01,2.570000000000000284e+01
7.467810571931120522e-01,2.797444686648288048e+00,7.731074573523060156e-01,9.267362945946905350e-02,-2.180312731261954684e-01,2.645000000000000284e+01
7.774444637629395194e-01,2.824511435354950084e+00,6.726713141669424800e-01,4.654160598733662890e-02,-1.119541914533384169e-01,2.710000000000000142e+01
7.896565445324139620e-01,2.833891745303610765e+00,6.383369587975112891e-01,3.322309853233034599e-02,-6.698293680954967022e-02,2.750000000000000000e+01
8.044362290814544014e-01,2.844457465644755434e+00,6.034357815901488786e-01,3.301501155638246476e-02,-6.119445356803752262e-02,2.805000000000000071e+01
8.442926426274334206e-01,2.869929560728830431e+00,5.368665168342379168e-01,5.733853476165306357e-02,-7.452404684379029809e-02,2.900000000000000000e+01
8.862848658292443726e-01,2.893127978288122737e+00,4.718483575561948085e-01,6.105971573260030733e-02,-8.495745592418810221e-02,2.980000000000000071e+01
9.138498221654810516e-01,2.906622474195007300e+00,4.418312636536597116e-01,7.348749938751442112e-02,-5.403755600620220589e-02,3.025000000000000000e+01
9.732991783455582357e-01,2.933558721222591537e+00,4.125241858724580934e-01,1.170987952292665557e-01,-3.997765543943909705e-02,3.089999999999999858e+01
1.122806657525986962e+00,2.997382519335151319e+00,4.015115527245254334e-01,1.851855896191012818e-01,2.095715370299790128e-03,3.189999999999999858e+01
1.204389374749691211e+00,3.032380507985049434e+00,4.115294777716903551e-01,1.719250093131812485e-01,3.199398429873765576e-02,3.239999999999999858e+01
1.286199649801927469e+00,3.069842870577256466e+00,4.562645715411495217e-01,1.166450485150517663e-01,9.032704015029215106e-02,3.304999999999999716e+01
1.325137759448070662e+00,3.090004275243315668e+00,5.042942658426686764e-01,6.840490646788847939e-02,9.932468250646715735e-02,3.354999999999999716e+01
1.383466115938831953e+00,3.124589890878892273e+00,5.581798595449350975e-01,1.142094612208763849e-01,6.446235857021459514e-02,3.425000000000000000e+01
1.499999999999999778e+00,3.200000000000000178e+00,5.820105484780531135e-01,2.284033893303930585e-01,1.289414475174367053e-02,3.500000000000000000e+01
