x,y,theta,v_b,omega,t
8.525566944463355279e-01,9.003223363334770246e-01,2.013909401824021561e+00,1.729530287111571418e-01,-2.258736055651619501e-02,1.025000000000000178e+01
8.377400252994442464e-01,9.317294497827554034e-01,2.009243693217606541e+00,1.114228409923268825e-01,-1.541526824973813749e-02,1.050000000000000178e+01
8.126780183231913091e-01,9.862362027561697442e-01,1.991775942163400037e+00,1.071464553010955667e-01,-4.232794395239432989e-02,1.105000000000000249e+01
7.752846782489226651e-01,1.078040401744353449e+00,1.914049895111172850e+00,1.433278183554694274e-01,-1.459107066205930781e-01,1.180000000000000249e+01
7.622832009909109585e-01,1.116922000496273437e+00,1.873437709590994427e+00,9.777427376600149322e-02,-9.232939053577023103e-02,1.215000000000000213e+01
7.381350665830509472e-01,1.209364611621561059e+00,1.776235443078211240e+00,1.591553342643519109e-01,-1.770475254856086478e-01,1.285000000000000142e+01
7.237572356432877552e-01,1.374074220073474351e+00,1.516648277658348976e+00,2.126212113120536651e-01,-4.142999943024506804e-01,1.370000000000000107e+01
7.715979556509368065e-01,1.560326372824743402e+00,1.114930061274947537e+00,2.161180154457099933e-01,-4.693702019451049812e-01,1.460000000000000142e+01
8.419251791641406690e-01,1.666553335155449345e+00,8.698738200120073039e-01,1.449624457277950140e-01,-2.300576773390843321e-01,1.535000000000000142e+01
8.679906355086793868e-01,1.695643525770341276e+00,8.122581728050459748e-01,8.697069981308798436e-02,-1.141228292531966532e-01,1.570000000000000107e+01
9.045284373890131180e-01,1.732217970153274056e+00,7.650898759367917856e-01,8.635706418491082004e-02,-5.643418836386263765e-02,1.630000000000000071e+01
9.442109381874901342e-01,1.769161568740626800e+00,7.357864121687663905e-01,9.302342121858039881e-02,-4.415649711947718103e-02,1.690000000000000213e+01
1.059457046803098157e+00,1.866814044899960834e+00,6.703457677316916330e-01,1.928894489061723783e-01,-8.464692815266823545e-02,1.785000000000000142e+01
1.225295143375403351e+00,1.985936674943807212e+00,5.731605098060711390e-01,2.264526277156069523e-01,-1.145788098154875700e-01,1.880000000000000071e+01
1.426103024877367398e+00,2.102163884232481461e+00,4.825905765669274428e-01,2.356719255074532504e-01,-7.773089624035026124e-02,1.980000000000000071e+01
1.577417988700019702e+00,2.175870128925522895e+00,4.231824175716431546e-01,1.776106566050738855e-01,-6.392405766339073758e-02,2.065000000000000213e+01
1.633300284999052554e+00,2.200301421529709422e+00,4.011160233671050568e-01,1.065385936075741030e-01,-3.835402393188980935e-02,2.110000000000000142e+01
1.707774535090420320e+00,2.230679049754224152e+00,3.738497619176318065e-01,1.198230761046965992e-01,-3.941578257028473253e-02,2.180000000000000071e+01
1.855479026453751512e+00,2.284440968476858291e+00,3.244769707842570794e-01,1.889159662257814676e-01,-5.933970195641730117e-02,2.275000000000000000e+01
1.904247616265953846e+00,2.300404205130487600e+00,3.081216181825298106e-01,1.150585219016444366e-01,-3.701837057052597552e-02,2.310000000000000142e+01
1.956133227349116765e+00,2.316439154723381577e+00,2.916293097376391197e-01,1.043173111298797973e-01,-3.024868221032029833e-02,2.360000000000000142e+01
2.079450588399363031e+00,2.351339692117225599e+00,2.608319932584672318e-01,1.924028610598109423e-01,-4.418331964641950688e-02,2.440000000000000213e+01
2.171148247835775980e+00,2.374810807673965130e+00,2.408930433581711050e-01,1.587150642117458044e-01,-3.085733561620951360e-02,2.495000000000000284e+01
2.294819344904635905e+00,2.403898302175074608e+00,2.224673403337350253e-01,1.955727437167506522e-01,-2.398272689673481770e-02,2.565000000000000213e+01
2.349419789925756952e+00,2.416069905066383416e+00,2.165424354079810709e-01,1.329024225948811366e-01,-1.150219058803632517e-02,2.600000000000000355e+01
2.523919744130312282e+00,2.455194514199819267e+00,2.288736133268035600e-01,2.346602844117990916e-01,2.669929369837303543e-02,2.690000000000000213e+01
2.643511609816357133e+00,2.484606448223514175e+00,2.585706591367791241e-01,1.412160575661731143e-01,5.052171390913973853e-02,2.760000000000000142e+01
2.700000000000000178e+00,2.500000000000000444e+00,2.672714630342289954e-01,2.576961497508673329e-02,-9.892351025619633767e-03,2.855000000000000071e+01
