trial_id,density,column,start_x_frac,goal_x_frac,seed,start_x,start_y,goal_x,goal_y,reached,cost,nodes,plan_time_s,t_first_s,nn_time_s,prop_time_s,collision_time_s
7_C_15,7,C,0.5,0.5,15,3.0,0.78,3.0,5.22,True,0.153147,55631,13.0419,3.0697,0.2694,6.2189,2.7419
7_C_16,7,C,0.5,0.5,16,3.0,0.78,3.0,5.22,True,0.041449,12554,10.0463,1.14,0.2838,5.8701,2.4316
7_C_17,7,C,0.5,0.5,17,3.0,0.78,3.0,5.22,True,0.042606,12305,10.5262,0.6778,0.2886,6.1654,2.5511
7_C_18,7,C,0.5,0.5,18,3.0,0.78,3.0,5.22,True,0.089809,29471,11.2811,2.1351,0.2756,6.0094,2.6195
7_C_19,7,C,0.5,0.5,19,3.0,0.78,3.0,5.22,False,,68959,13.8733,,0.2721,6.1803,2.7399
7_C_20,7,C,0.5,0.5,20,3.0,0.78,3.0,5.22,True,0.102287,35469,11.6384,1.6679,0.2743,6.0206,2.6403
7_C_21,7,C,0.5,0.5,21,3.0,0.78,3.0,5.22,True,0.049369,10932,10.1782,0.1629,0.2697,5.8885,2.6346
7_C_22,7,C,0.5,0.5,22,3.0,0.78,3.0,5.22,True,0.058071,14910,10.6419,0.4498,0.2837,6.0599,2.6271
7_C_23,7,C,0.5,0.5,23,3.0,0.78,3.0,5.22,True,0.075693,42661,11.8957,2.0813,0.2696,5.9814,2.5988
7_C_24,7,C,0.5,0.5,24,3.0,0.78,3.0,5.22,True,0.230294,26250,10.6287,5.6223,0.2575,5.7786,2.4665
7_C_25,7,C,0.5,0.5,25,3.0,0.78,3.0,5.22,True,0.042272,9489,10.4186,0.183,0.2841,6.0568,2.7043
7_C_26,7,C,0.5,0.5,26,3.0,0.78,3.0,5.22,True,0.530783,54198,12.6954,6.4347,0.2676,6.1157,2.6302
7_C_27,7,C,0.5,0.5,27,3.0,0.78,3.0,5.22,True,0.056718,14331,10.394,0.5008,0.2755,5.8758,2.6354
7_C_28,7,C,0.5,0.5,28,3.0,0.78,3.0,5.22,True,0.085906,17491,10.745,0.3419,0.273,6.0102,2.6969
7_C_29,7,C,0.5,0.5,29,3.0,0.78,3.0,5.22,True,0.8154,48571,12.1022,11.2039,0.2613,5.9514,2.5273
7_R_0,7,R,0.85,0.15,0,5.1,0.78,0.9,5.22,True,0.236624,12956,10.0717,8.408,0.2568,5.8574,2.5506
7_R_1,7,R,0.85,0.15,1,5.1,0.78,0.9,5.22,True,0.154381,35686,11.6329,3.1563,0.2667,6.0662,2.6552
7_R_2,7,R,0.85,0.15,2,5.1,0.78,0.9,5.22,True,0.059229,18263,10.9748,0.0532,0.275,6.1149,2.7326
7_R_3,7,R,0.85,0.15,3,5.1,0.78,0.9,5.22,True,0.168035,27568,11.0416,4.6501,0.256,5.9291,2.6406
7_R_4,7,R,0.85,0.15,4,5.1,0.78,0.9,5.22,True,0.203801,13275,10.1826,8.0677,0.2569,5.9757,2.5432
7_R_5,7,R,0.85,0.15,5,5.1,0.78,0.9,5.22,True,0.160822,27067,11.1149,1.0229,0.2678,5.959,2.665
7_R_6,7,R,0.85,0.15,6,5.1,0.78,0.9,5.22,True,0.059527,49713,12.4266,2.0081,0.2699,6.0348,2.7065
7_R_7,7,R,0.85,0.15,7,5.1,0.78,0.9,5.22,False,,63474,13.8777,,0.2818,6.3234,2.8102
7_R_8,7,R,0.85,0.15,8,5.1,0.78,0.9,5.22,True,0.107189,26341,11.0598,1.3163,0.2718,5.9229,2.6731
7_R_9,7,R,0.85,0.15,9,5.1,0.78,0.9,5.22,True,0.104748,43172,12.1316,0.3256,0.2686,6.0444,2.7095
7_R_10,7,R,0.85,0.15,10,5.1,0.78,0.9,5.22,True,0.129576,35823,11.5868,2.1647,0.2691,5.9562,2.6827
7_R_11,7,R,0.85,0.15,11,5.1,0.78,0.9,5.22,True,0.067262,25955,11.2165,0.9336,0.2817,6.0235,2.6731
7_R_12,7,R,0.85,0.15,12,5.1,0.78,0.9,5.22,True,0.114036,44583,12.0555,1.9411,0.2637,6.0107,2.6411
7_R_13,7,R,0.85,0.15,13,5.1,0.78,0.9,5.22,True,0.083841,40563,12.0085,1.6519,0.2742,6.0726,2.6744
7_R_14,7,R,0.85,0.15,14,5.1,0.78,0.9,5.22,True,0.087928,35017,11.467,1.3089,0.2717,5.9473,2.6148
7_R_15,7,R,0.85,0.15,15,5.1,0.78,0.9,5.22,True,0.179874,48415,14.0998,8.9958,0.3049,6.9277,3.0619
7_R_16,7,R,0.85,0.15,16,5.1,0.78,0.9,5.22,True,0.104163,43317,12.8365,1.3697,0.2953,6.397,2.8441
7_R_17,7,R,0.85,0.15,17,5.1,0.78,0.9,5.22,True,0.432712,62530,13.7706,6.0438,0.2777,6.4116,2.8033
7_R_18,7,R,0.85,0.15,18,5.1,0.78,0.9,5.22,True,0.754301,67505,14.2439,6.3867,0.2815,6.5016,2.8683
7_R_19,7,R,0.85,0.15,19,5.1,0.78,0.9,5.22,True,0.0648,30611,11.6144,0.1982,0.2936,6.1605,2.6612
7_R_20,7,R,0.85,0.15,20,5.1,0.78,0.9,5.22,True,0.202499,52892,13.0834,8.1382,0.2814,6.3192,2.7637
7_R_21,7,R,0.85,0.15,21,5.1,0.78,0.9,5.22,True,0.071862,27969,11.8447,1.0408,0.2948,6.356,2.7617
7_R_22,7,R,0.85,0.15,22,5.1,0.78,0.9,5.22,True,0.107099,57286,13.8961,5.7225,0.2888,6.5291,2.9252
7_R_23,7,R,0.85,0.15,23,5.1,0.78,0.9,5.22,True,0.353879,64633,13.5361,6.2922,0.2658,6.2114,2.7541
7_R_24,7,R,0.85,0.15,24,5.1,0.78,0.9,5.22,True,0.259836,59876,12.9778,6.2259,0.2618,6.0334,2.7284
7_R_25,7,R,0.85,0.15,25,5.1,0.78,0.9,5.22,True,0.078552,36483,12.0341,3.1302,0.2884,6.1878,2.7264
7_R_26,7,R,0.85,0.15,26,5.1,0.78,0.9,5.22,True,0.132162,34847,11.791,2.0938,0.2729,6.1468,2.6787
7_R_27,7,R,0.85,0.15,27,5.1,0.78,0.9,5.22,True,0.339504,59128,13.0364,10.6952,0.2631,6.0629,2.6843
7_R_28,7,R,0.85,0.15,28,5.1,0.78,0.9,5.22,True,0.158689,55306,12.8003,5.5366,0.2626,6.1682,2.65
7_R_29,7,R,0.85,0.15,29,5.1,0.78,0.9,5.22,True,0.122193,49824,12.3271,3.5898,0.2631,5.9957,2.6629
8_L_0,8,L,0.15,0.85,0,0.9,0.78,5.1,5.22,True,0.060834,25994,10.991,2.1748,0.2799,5.9229,2.6035
8_L_1,8,L,0.15,0.85,1,0.9,0.78,5.1,5.22,True,0.183694,59644,12.9719,2.7963,0.2602,6.078,2.7237
8_L_2,8,L,0.15,0.85,2,0.9,0.78,5.1,5.22,True,0.062175,20786,11.1596,0.0524,0.2776,6.1245,2.7629
8_L_3,8,L,0.15,0.85,3,0.9,0.78,5.1,5.22,True,0.090293,26653,10.9905,0.8821,0.2733,5.9052,2.5969
8_L_4,8,L,0.15,0.85,4,0.9,0.78,5.1,5.22,True,0.125533,36088,11.3897,2.1086,0.2644,5.9124,2.5823
8_L_5,8,L,0.15,0.85,5,0.9,0.78,5.1,5.22,True,0.192239,30703,11.202,5.3525,0.2605,5.9685,2.6128
8_L_6,8,L,0.15,0.85,6,0.9,0.78,5.1,5.22,True,0.177901,42161,11.8811,0.6447,0.2666,5.9393,2.6772
8_L_7,8,L,0.15,0.85,7,0.9,0.78,5.1,5.22,True,0.078984,29693,11.3827,0.3127,0.2714,6.0276,2.7036
8_L_8,8,L,0.15,0.85,8,0.9,0.78,5.1,5.22,True,0.535058,36869,11.5096,4.8207,0.2638,5.9505,2.61
8_L_9,8,L,0.15,0.85,9,0.9,0.78,5.1,5.22,True,0.143823,42326,11.9273,1.5518,0.2614,6.0326,2.6449
8_L_10,8,L,0.15,0.85,10,0.9,0.78,5.1,5.22,True,0.086412,25855,11.0833,0.4635,0.2656,5.9581,2.6927
8_L_11,8,L,0.15,0.85,11,0.9,0.78,5.1,5.22,True,0.236311,26155,11.2642,5.3345,0.2713,6.1819,2.6207
8_L_12,8,L,0.15,0.85,12,0.9,0.78,5.1,5.22,True,0.08204,36671,11.6215,0.2173,0.2648,5.9594,2.6638
8_L_13,8,L,0.15,0.85,13,0.9,0.78,5.1,5.22,True,0.195745,23159,10.79,8.0817,0.2588,5.9392,2.6273
8_L_14,8,L,0.15,0.85,14,0.9,0.78,5.1,5.22,True,0.112255,41899,11.8504,0.7715,0.2569,5.9622,2.6777
8_L_15,8,L,0.15,0.85,15,0.9,0.78,5.1,5.22,True,0.085114,30300,11.3012,0.3969,0.2637,5.9308,2.6889
8_L_16,8,L,0.15,0.85,16,0.9,0.78,5.1,5.22,False,,62213,13.2959,,0.271,6.0455,2.7203
8_L_17,8,L,0.15,0.85,17,0.9,0.78,5.1,5.22,True,0.750145,67538,13.8393,7.4566,0.269,6.2604,2.7939
8_L_18,8,L,0.15,0.85,18,0.9,0.78,5.1,5.22,True,0.693784,65367,13.758,7.8487,0.2692,6.3014,2.8072
8_L_19,8,L,0.15,0.85,19,0.9,0.78,5.1,5.22,True,0.066112,27463,11.4524,0.2901,0.2723,6.1123,2.7414
8_L_20,8,L,0.15,0.85,20,0.9,0.78,5.1,5.22,True,0.132303,44296,12.1571,0.9088,0.2614,6.1078,2.6785
8_L_21,8,L,0.15,0.85,21,0.9,0.78,5.1,5.22,True,0.094649,42974,12.3072,1.2205,0.2718,6.1634,2.7387
8_L_22,8,L,0.15,0.85,22,0.9,0.78,5.1,5.22,True,0.095476,42902,11.9659,1.2814,0.2697,6.0036,2.616
8_L_23,8,L,0.15,0.85,23,0.9,0.78,5.1,5.22,True,0.119851,50542,12.1477,1.8833,0.2592,5.8679,2.6472
8_L_24,8,L,0.15,0.85,24,0.9,0.78,5.1,5.22,True,0.196076,52958,12.4664,5.2456,0.2653,6.0101,2.6368
8_L_25,8,L,0.15,0.85,25,0.9,0.78,5.1,5.22,True,0.149872,50134,12.8425,1.463,0.2695,6.2708,2.7655
8_L_26,8,L,0.15,0.85,26,0.9,0.78,5.1,5.22,True,0.123656,43515,12.046,1.4246,0.2638,6.0165,2.6877
8_L_27,8,L,0.15,0.85,27,0.9,0.78,5.1,5.22,True,0.646966,60946,13.1054,8.4323,0.2654,6.0523,2.7388
8_L_28,8,L,0.15,0.85,28,0.9,0.78,5.1,5.22,True,0.130368,41055,11.8067,2.6168,0.2665,5.9599,2.6554
8_L_29,8,L,0.15,0.85,29,0.9,0.78,5.1,5.22,True,0.076527,36278,11.7888,0.0721,0.2713,6.0554,2.7116
8_C_0,8,C,0.5,0.5,0,3.0,0.78,3.0,5.22,True,0.060798,14526,10.5052,0.0676,0.2777,5.9572,2.6714
8_C_1,8,C,0.5,0.5,1,3.0,0.78,3.0,5.22,True,0.040721,8873,10.0218,0.0286,0.2656,5.8679,2.5927
8_C_2,8,C,0.5,0.5,2,3.0,0.78,3.0,5.22,True,0.049111,19547,10.7246,0.8618,0.286,6.023,2.5932
8_C_3,8,C,0.5,0.5,3,3.0,0.78,3.0,5.22,True,0.204361,38605,11.8918,4.1936,0.2662,6.1357,2.6376
8_C_4,8,C,0.5,0.5,4,3.0,0.78,3.0,5.22,True,0.175311,34976,11.6653,4.161,0.2708,6.1689,2.584
8_C_5,8,C,0.5,0.5,5,3.0,0.78,3.0,5.22,True,0.669057,60588,13.1154,5.5824,0.2582,6.1878,2.7062
8_C_6,8,C,0.5,0.5,6,3.0,0.78,3.0,5.22,True,0.120226,32251,11.4275,2.1245,0.2663,6.0588,2.5902
8_C_7,8,C,0.5,0.5,7,3.0,0.78,3.0,5.22,True,0.041409,11599,10.4675,0.2527,0.2817,6.0357,2.6648
8_C_8,8,C,0.5,0.5,8,3.0,0.78,3.0,5.22,True,0.087396,17600,10.6189,1.3804,0.2701,5.9825,2.6158
8_C_9,8,C,0.5,0.5,9,3.0,0.78,3.0,5.22,True,0.093414,21915,10.633,1.1768,0.2694,5.8083,2.6077
8_C_10,8,C,0.5,0.5,10,3.0,0.78,3.0,5.22,True,0.692659,37928,11.9679,10.8551,0.2655,6.1083,2.6969
8_C_11,8,C,0.5,0.5,11,3.0,0.78,3.0,5.22,True,0.051472,18809,10.4641,1.1782,0.2887,5.9031,2.4624
8_C_12,8,C,0.5,0.5,12,3.0,0.78,3.0,5.22,True,0.040112,8428,10.4556,0.0298,0.2815,6.1254,2.7275
8_C_13,8,C,0.5,0.5,13,3.0,0.78,3.0,5.22,False,,55240,12.9574,,0.2729,6.1607,2.6696
8_C_14,8,C,0.5,0.5,14,3.0,0.78,3.0,5.22,True,0.084894,37511,11.3871,5.2265,0.2713,5.8199,2.5634
8_C_15,8,C,0.5,0.5,15,3.0,0.78,3.0,5.22,True,0.16326,51050,12.4313,2.4946,0.2664,5.9756,2.7089
8_C_16,8,C,0.5,0.5,16,3.0,0.78,3.0,5.22,True,0.040988,11434,10.1356,0.0981,0.2715,5.8155,2.6215
8_C_17,8,C,0.5,0.5,17,3.0,0.78,3.0,5.22,True,0.043423,12027,10.0768,1.0297,0.283,5.8499,2.4958
8_C_18,8,C,0.5,0.5,18,3.0,0.78,3.0,5.22,True,0.118497,25957,10.9145,1.3631,0.2611,5.8862,2.6052
8_C_19,8,C,0.5,0.5,19,3.0,0.78,3.0,5.22,True,0.676008,65004,13.2902,7.2734,0.2611,6.0757,2.7154
8_C_20,8,C,0.5,0.5,20,3.0,0.78,3.0,5.22,True,0.20895,43409,11.6788,3.737,0.2605,5.8574,2.5608
8_C_21,8,C,0.5,0.5,21,3.0,0.78,3.0,5.22,True,0.061111,18421,10.5455,2.1715,0.2809,5.9268,2.5565
8_C_22,8,C,0.5,0.5,22,3.0,0.78,3.0,5.22,True,0.07805,25949,11.3792,0.6672,0.2777,6.1328,2.7124
8_C_23,8,C,0.5,0.5,23,3.0,0.78,3.0,5.22,True,0.065891,17860,10.6706,0.5917,0.2785,6.0156,2.5977
8_C_24,8,C,0.5,0.5,24,3.0,0.78,3.0,5.22,True,0.154448,23804,10.6992,1.6691,0.2669,5.9339,2.5024
8_C_25,8,C,0.5,0.5,25,3.0,0.78,3.0,5.22,True,0.043876,9404,10.0689,0.0216,0.2717,5.8655,2.6072
8_C_26,8,C,0.5,0.5,26,3.0,0.78,3.0,5.22,True,0.159117,45991,11.8892,5.3017,0.2638,5.9131,2.5716
8_C_27,8,C,0.5,0.5,27,3.0,0.78,3.0,5.22,True,0.061399,12944,10.4803,0.2078,0.28,5.9839,2.6835
8_C_28,8,C,0.5,0.5,28,3.0,0.78,3.0,5.22,True,0.08863,13655,10.1775,0.5455,0.2658,5.8071,2.5957
8_C_29,8,C,0.5,0.5,29,3.0,0.78,3.0,5.22,True,0.278937,43504,11.9183,7.2448,0.261,5.972,2.6428
8_R_0,8,R,0.85,0.15,0,5.1,0.78,0.9,5.22,True,0.22326,21668,10.6678,7.1925,0.2543,5.9146,2.6412
8_R_1,8,R,0.85,0.15,1,5.1,0.78,0.9,5.22,True,0.092887,27595,10.9262,0.8055,0.267,5.8512,2.6081
8_R_2,8,R,0.85,0.15,2,5.1,0.78,0.9,5.22,True,0.070396,38598,11.8398,0.951,0.282,6.0017,2.6873
8_R_3,8,R,0.85,0.15,3,5.1,0.78,0.9,5.22,True,0.134056,36810,11.6552,1.1832,0.2616,6.0263,2.6615
8_R_4,8,R,0.85,0.15,4,5.1,0.78,0.9,5.22,True,0.169277,28903,11.5786,4.3867,0.2669,6.1927,2.7609
8_R_5,8,R,0.85,0.15,5,5.1,0.78,0.9,5.22,True,0.148729,30607,11.3457,2.1362,0.262,6.0328,2.6619
8_R_6,8,R,0.85,0.15,6,5.1,0.78,0.9,5.22,True,0.082909,51307,12.2295,4.8169,0.2702,5.8869,2.6351
8_R_7,8,R,0.85,0.15,7,5.1,0.78,0.9,5.22,True,0.408941,62485,13.244,5.8003,0.2633,6.1084,2.7533
8_R_8,8,R,0.85,0.15,8,5.1,0.78,0.9,5.22,True,0.112289,28129,11.4681,2.5653,0.2726,6.1363,2.7313
8_R_9,8,R,0.85,0.15,9,5.1,0.78,0.9,5.22,True,0.219313,60941,13.1637,9.4369,0.2631,6.1737,2.687
8_R_10,8,R,0.85,0.15,10,5.1,0.78,0.9,5.22,True,0.1754,37085,11.524,2.411,0.26,5.9895,2.5821
8_R_11,8,R,0.85,0.15,11,5.1,0.78,0.9,5.22,True,0.092042,43111,12.3517,0.9769,0.2752,6.1979,2.7143
8_R_12,8,R,0.85,0.15,12,5.1,0.78,0.9,5.22,True,0.198943,49521,12.3239,4.0697,0.2594,6.024,2.6934
8_R_13,8,R,0.85,0.15,13,5.1,0.78,0.9,5.22,True,0.098152,37806,11.5981,0.5462,0.2584,5.9534,2.6391
8_R_14,8,R,0.85,0.15,14,5.1,0.78,0.9,5.22,True,0.141049,45369,12.0907,3.679,0.2594,6.089,2.6039
8_R_15,8,R,0.85,0.15,15,5.1,0.78,0.9,5.22,True,0.095181,26988,10.9211,0.2768,0.2588,5.855,2.6253
8_R_16,8,R,0.85,0.15,16,5.1,0.78,0.9,5.22,True,0.066636,34037,11.5955,2.8552,0.2784,6.0727,2.6089
8_R_17,8,R,0.85,0.15,17,5.1,0.78,0.9,5.22,True,0.10896,65840,13.7762,13.4465,0.275,6.278,2.7157
8_R_18,8,R,0.85,0.15,18,5.1,0.78,0.9,5.22,True,0.083616,47527,12.1907,1.3599,0.2669,6.0088,2.6301
8_R_19,8,R,0.85,0.15,19,5.1,0.78,0.9,5.22,True,0.071523,33763,11.8203,0.1534,0.2816,6.0719,2.7788
8_R_20,8,R,0.85,0.15,20,5.1,0.78,0.9,5.22,True,0.136312,26833,11.4017,2.0547,0.2747,6.1316,2.7227
8_R_21,8,R,0.85,0.15,21,5.1,0.78,0.9,5.22,True,0.093158,49491,12.5156,3.624,0.2709,6.1039,2.6843
8_R_22,8,R,0.85,0.15,22,5.1,0.78,0.9,5.22,True,0.094735,50578,12.3316,3.6766,0.2657,5.9587,2.6657
8_R_23,8,R,0.85,0.15,23,5.1,0.78,0.9,5.22,True,0.215377,48729,12.1933,1.7845,0.2669,5.9447,2.6316
8_R_24,8,R,0.85,0.15,24,5.1,0.78,0.9,5.22,True,0.119395,56924,12.5916,4.1146,0.2621,5.897,2.7018
8_R_25,8,R,0.85,0.15,25,5.1,0.78,0.9,5.22,True,0.124365,34051,11.2515,1.4085,0.2639,5.8412,2.6138
8_R_26,8,R,0.85,0.15,26,5.1,0.78,0.9,5.22,True,0.159944,43370,12.0701,2.9301,0.264,6.0736,2.6511
8_R_27,8,R,0.85,0.15,27,5.1,0.78,0.9,5.22,True,0.482857,59973,13.0527,5.4938,0.2607,6.1412,2.7002
8_R_28,8,R,0.85,0.15,28,5.1,0.78,0.9,5.22,True,0.158611,48988,12.4855,3.4112,0.265,6.1795,2.6534
8_R_29,8,R,0.85,0.15,29,5.1,0.78,0.9,5.22,True,0.093339,41212,12.063,0.2779,0.2698,6.1206,2.6745
9_L_0,9,L,0.15,0.85,0,0.9,0.78,5.1,5.22,True,0.08207,30334,11.2169,2.9844,0.2685,5.9878,2.5915
9_L_1,9,L,0.15,0.85,1,0.9,0.78,5.1,5.22,True,0.138815,25785,10.9054,2.3472,0.2593,5.943,2.5752
9_L_2,9,L,0.15,0.85,2,0.9,0.78,5.1,5.22,True,0.066007,23716,11.0155,0.2814,0.2732,5.9573,2.6919
9_L_3,9,L,0.15,0.85,3,0.9,0.78,5.1,5.22,True,0.097399,27427,12.0569,1.9254,0.3067,6.5367,2.7795
9_L_4,9,L,0.15,0.85,4,0.9,0.78,5.1,5.22,True,0.145834,36249,11.6044,6.3112,0.2703,6.0909,2.5228
9_L_5,9,L,0.15,0.85,5,0.9,0.78,5.1,5.22,True,0.179522,22132,11.0115,8.4748,0.2619,6.2408,2.5497
9_L_6,9,L,0.15,0.85,6,0.9,0.78,5.1,5.22,True,0.092861,24028,10.9891,1.0915,0.2709,5.9504,2.689
9_L_7,9,L,0.15,0.85,7,0.9,0.78,5.1,5.22,True,0.09717,39454,11.7321,1.181,0.2628,6.0088,2.6328
9_L_8,9,L,0.15,0.85,8,0.9,0.78,5.1,5.22,True,0.148656,49144,12.5842,3.8032,0.2682,6.174,2.7321
9_L_9,9,L,0.15,0.85,9,0.9,0.78,5.1,5.22,True,0.163,43950,12.3812,4.2248,0.2696,6.2242,2.7154
9_L_10,9,L,0.15,0.85,10,0.9,0.78,5.1,5.22,True,0.161362,42729,11.8878,3.7782,0.2592,6.0261,2.6091
9_L_11,9,L,0.15,0.85,11,0.9,0.78,5.1,5.22,True,0.217242,38367,11.7963,3.2986,0.2637,6.0595,2.6827
9_L_12,9,L,0.15,0.85,12,0.9,0.78,5.1,5.22,True,0.128807,36091,11.9829,2.1313,0.2752,6.1955,2.7451
9_L_13,9,L,0.15,0.85,13,0.9,0.78,5.1,5.22,False,,26977,11.2674,,0.2588,6.0698,2.7058
9_L_14,9,L,0.15,0.85,14,0.9,0.78,5.1,5.22,True,0.285886,28480,11.3605,5.8658,0.2648,6.0821,2.7281
9_L_15,9,L,0.15,0.85,15,0.9,0.78,5.1,5.22,True,0.093219,27040,11.2979,0.4437,0.2774,6.026,2.7259
9_L_16,9,L,0.15,0.85,16,0.9,0.78,5.1,5.22,False,,61934,13.655,,0.2788,6.2364,2.793
9_L_17,9,L,0.15,0.85,17,0.9,0.78,5.1,5.22,True,0.067601,48839,12.589,8.775,0.2776,6.1147,2.699
9_L_18,9,L,0.15,0.85,18,0.9,0.78,5.1,5.22,False,,4773,9.7408,,0.264,5.8664,2.6122
9_L_19,9,L,0.15,0.85,19,0.9,0.78,5.1,5.22,True,0.066412,28914,11.3135,0.078,0.2702,5.9782,2.7096
9_L_20,9,L,0.15,0.85,20,0.9,0.78,5.1,5.22,False,,55439,12.9194,,0.2649,6.079,2.7193
9_L_21,9,L,0.15,0.85,21,0.9,0.78,5.1,5.22,True,0.081717,45758,12.2473,2.7884,0.2736,5.9913,2.7208
9_L_22,9,L,0.15,0.85,22,0.9,0.78,5.1,5.22,True,0.107706,37665,11.9275,0.7766,0.2788,6.0379,2.7462
9_L_23,9,L,0.15,0.85,23,0.9,0.78,5.1,5.22,True,0.106622,37038,11.6131,3.0155,0.2735,5.9502,2.649
9_L_24,9,L,0.15,0.85,24,0.9,0.78,5.1,5.22,True,0.316543,36765,11.5316,4.1573,0.2655,5.9847,2.5764
9_L_25,9,L,0.15,0.85,25,0.9,0.78,5.1,5.22,True,0.764297,41533,11.783,9.4691,0.2532,5.9899,2.634
9_L_26,9,L,0.15,0.85,26,0.9,0.78,5.1,5.22,True,0.121798,38262,11.6487,1.802,0.266,5.9431,2.6473
9_L_27,9,L,0.15,0.85,27,0.9,0.78,5.1,5.22,False,,45385,12.1456,,0.2686,5.9979,2.5938
9_L_28,9,L,0.15,0.85,28,0.9,0.78,5.1,5.22,True,0.110671,39241,11.7898,1.4256,0.2686,5.9921,2.6652
9_L_29,9,L,0.15,0.85,29,0.9,0.78,5.1,5.22,False,,59527,13.3126,,0.2715,6.1661,2.7547
9_C_0,9,C,0.5,0.5,0,3.0,0.78,3.0,5.22,True,0.078235,22145,10.7102,1.1906,0.2729,5.9196,2.5619
9_C_1,9,C,0.5,0.5,1,3.0,0.78,3.0,5.22,True,0.279547,31101,11.0934,2.6797,0.26,5.8587,2.615
9_C_2,9,C,0.5,0.5,2,3.0,0.78,3.0,5.22,True,0.057643,16605,10.341,0.6388,0.2764,5.8555,2.5097
9_C_3,9,C,0.5,0.5,3,3.0,0.78,3.0,5.22,True,0.173233,32869,11.3748,3.9517,0.2722,5.9358,2.6501
9_C_4,9,C,0.5,0.5,4,3.0,0.78,3.0,5.22,True,0.129606,41452,11.79,2.4072,0.2674,5.9896,2.6004
9_C_5,9,C,0.5,0.5,5,3.0,0.78,3.0,5.22,True,0.170919,37942,11.66,3.4148,0.2656,6.0096,2.5992
9_C_6,9,C,0.5,0.5,6,3.0,0.78,3.0,5.22,True,0.127174,26856,11.337,1.2615,0.277,6.1922,2.5988
9_C_7,9,C,0.5,0.5,7,3.0,0.78,3.0,5.22,True,0.040908,9435,10.1041,0.0295,0.2644,5.9328,2.5808
9_C_8,9,C,0.5,0.5,8,3.0,0.78,3.0,5.22,True,0.171927,30356,11.3979,5.4057,0.2738,6.1632,2.522
9_C_9,9,C,0.5,0.5,9,3.0,0.78,3.0,5.22,True,0.240379,27271,11.2253,9.4426,0.262,6.1389,2.5668
9_C_10,9,C,0.5,0.5,10,3.0,0.78,3.0,5.22,True,0.232133,24362,10.7166,2.7482,0.2621,5.9214,2.5253
9_C_11,9,C,0.5,0.5,11,3.0,0.78,3.0,5.22,True,0.077682,16563,10.4968,0.2387,0.2719,5.9358,2.6032
9_C_12,9,C,0.5,0.5,12,3.0,0.78,3.0,5.22,True,0.042525,10967,10.341,0.0328,0.2717,6.0054,2.6521
9_C_13,9,C,0.5,0.5,13,3.0,0.78,3.0,5.22,False,,56084,13.1045,,0.2741,6.1449,2.7536
9_C_14,9,C,0.5,0.5,14,3.0,0.78,3.0,5.22,True,0.094175,48342,12.2049,9.3185,0.2656,5.9703,2.6227
9_C_15,9,C,0.5,0.5,15,3.0,0.78,3.0,5.22,True,0.191978,53397,12.5519,4.7475,0.267,5.9698,2.7065
9_C_16,9,C,0.5,0.5,16,3.0,0.78,3.0,5.22,True,0.048016,11873,10.3238,0.0444,0.2743,5.925,2.6366
9_C_17,9,C,0.5,0.5,17,3.0,0.78,3.0,5.22,True,0.048192,14940,10.4556,0.0753,0.2789,5.8683,2.6667
9_C_18,9,C,0.5,0.5,18,3.0,0.78,3.0,5.22,True,0.180159,33210,11.3514,1.1455,0.2591,5.9547,2.6218
9_C_19,9,C,0.5,0.5,19,3.0,0.78,3.0,5.22,True,0.105623,43183,11.9071,5.2805,0.2707,5.9637,2.6076
9_C_20,9,C,0.5,0.5,20,3.0,0.78,3.0,5.22,True,0.152537,42089,11.7349,2.249,0.2603,5.9331,2.5933
9_C_21,9,C,0.5,0.5,21,3.0,0.78,3.0,5.22,True,0.066392,16974,10.4454,0.3379,0.2645,5.8328,2.6366
9_C_22,9,C,0.5,0.5,22,3.0,0.78,3.0,5.22,True,0.097825,22457,10.7175,1.2793,0.2636,5.8669,2.6105
9_C_23,9,C,0.5,0.5,23,3.0,0.78,3.0,5.22,True,0.189322,56538,12.62,1.5749,0.2593,5.9732,2.6597
9_C_24,9,C,0.5,0.5,24,3.0,0.78,3.0,5.22,True,0.378048,29642,11.0744,9.5041,0.2548,5.9035,2.5804
9_C_25,9,C,0.5,0.5,25,3.0,0.78,3.0,5.22,True,0.03987,7832,10.4956,0.1026,0.2806,6.1826,2.7282
9_C_26,9,C,0.5,0.5,26,3.0,0.78,3.0,5.22,True,0.138329,33296,11.3356,4.6193,0.2666,5.9605,2.5384
9_C_27,9,C,0.5,0.5,27,3.0,0.78,3.0,5.22,True,0.131592,33056,11.7044,4.8079,0.2703,6.173,2.661
9_C_28,9,C,0.5,0.5,28,3.0,0.78,3.0,5.22,True,0.069203,12615,10.4082,0.3402,0.2775,6.0064,2.629
9_C_29,9,C,0.5,0.5,29,3.0,0.78,3.0,5.22,False,,45664,12.1256,,0.2612,5.9476,2.6749
9_R_0,9,R,0.85,0.15,0,5.1,0.78,0.9,5.22,False,,18025,10.3802,,0.2575,5.8932,2.4867
9_R_1,9,R,0.85,0.15,1,5.1,0.78,0.9,5.22,True,0.177774,30834,11.4016,2.6055,0.2693,5.9926,2.703
9_R_2,9,R,0.85,0.15,2,5.1,0.78,0.9,5.22,True,0.060517,21636,10.768,0.1143,0.2732,5.8413,2.6742
