x,y,theta,v_b,omega,t
1.201960758799641482e+00,1.906359475318344598e+00,6.142394649463022160e-01,1.324486107042461558e-01,4.809294066153422566e-03,3.485000000000000142e+01
1.249661530113393093e+00,1.940472925131430992e+00,6.333246938750490829e-01,7.587212290152385574e-02,4.779081533317537656e-02,3.545000000000000284e+01
1.234825355530171365e+00,1.929267995857487650e+00,6.455409256177137012e-01,-9.162242153633862185e-02,3.358586751556857757e-03,3.605000000000000426e+01
1.221549848757057966e+00,1.919263947183163177e+00,6.458865487572857944e-01,-1.525721636665576531e-02,-7.483219390789196948e-04,3.640000000000000568e+01
1.221823358806003901e+00,1.919476640946934820e+00,6.515289304254908709e-01,1.260906704599219774e-02,2.828312567706330050e-02,3.675000000000000711e+01
1.231989730783948245e+00,1.927243294001363294e+00,6.493964893973115382e-01,3.847625677967411728e-02,-2.768503687599190022e-02,3.720000000000000995e+01
1.286658375971704960e+00,1.967671422121428870e+00,6.271217308069382268e-01,1.017420575219517287e-01,-2.567090134286489564e-02,3.805000000000001137e+01
1.356803235029261590e+00,2.017320216313983838e+00,6.045573188865280834e-01,1.104678658824955195e-01,-2.960009270092164163e-02,3.885000000000000853e+01
1.422566786125523564e+00,2.062370899981118111e+00,6.012343407915721194e-01,1.037536912392963834e-01,9.249833297424054843e-03,3.960000000000000853e+01
1.471538096956599873e+00,2.096395990081551641e+00,6.158879451264263061e-01,8.440318033316805690e-02,3.023136357603627838e-02,4.025000000000000711e+01
1.545930690354532899e+00,2.151587231163035963e+00,6.635564892619948418e-01,1.031361187515591055e-01,5.943352276818254787e-02,4.120000000000000995e+01
1.569798627032843452e+00,2.170797060022098268e+00,7.173998299138988344e-01,4.081701197893980904e-04,5.175072370186967197e-02,4.220000000000000995e+01
1.576800343370180268e+00,2.177120951143800998e+00,7.444494520719305841e-01,2.759741807134363442e-02,4.735147285652446802e-02,4.275000000000000711e+01
1.583983830160340389e+00,2.183872960798042495e+00,7.658835686427898359e-01,2.240957400938066446e-02,5.797432859835174868e-02,4.315000000000000568e+01
1.594370317363324796e+00,2.194181702128695122e+00,7.955781763250039385e-01,2.931696857850761562e-02,5.151820235197293596e-02,4.370000000000000284e+01
1.606177284055965826e+00,2.206482894260801242e+00,8.142532403239270966e-01,6.329286120010955974e-02,5.479285060859560158e-02,4.405000000000000426e+01
1.641488133736811017e+00,2.246604221937489765e+00,8.923764846277905116e-01,5.159219376342402685e-02,9.467707461918734024e-02,4.500000000000000711e+01
1.652832475829729475e+00,2.261222726296499452e+00,9.308901898304805522e-01,2.804314092178181173e-02,6.547440460150108499e-02,4.550000000000000711e+01
1.674325201290184140e+00,2.293623634956278856e+00,1.046123553217347402e+00,4.149374633038356575e-02,1.417218558561967046e-01,4.650000000000000711e+01
1.692422877971321071e+00,2.330780579550759679e+00,1.189540692522955023e+00,4.125968538973860678e-02,1.443561915293499198e-01,4.750000000000000711e+01
1.698394147444629798e+00,2.347031845857755261e+00,1.246033273464520308e+00,2.610369172603492494e-02,7.568745146510244548e-02,4.805000000000000426e+01
1.705411914097548998e+00,2.370233448567016232e+00,1.306026964707017735e+00,3.246985681681643227e-02,7.466876466508559629e-02,4.885000000000000142e+01
1.711007183613782123e+00,2.393345516093146941e+00,1.360409557329312680e+00,3.139229316953580373e-02,7.136623985308729323e-02,4.960000000000000142e+01
1.713891026645621318e+00,2.408088468823506023e+00,1.394871052153371149e+00,2.501311434304379078e-02,5.720715152174017659e-02,5.014999999999999858e+01
1.717130232130066991e+00,2.429825228211217603e+00,1.452914389599363032e+00,2.800871390681414566e-02,8.031507606304949531e-02,5.094999999999999574e+01
1.718096572749341577e+00,2.439021668726366165e+00,1.479139391211477417e+00,1.993707256302879385e-02,5.509867180140016335e-02,5.134999999999999432e+01
1.719839969573016658e+00,2.472846542635727118e+00,1.558462437423498992e+00,3.872527865937257924e-02,8.988344706676741624e-02,5.234999999999999432e+01
1.719840096274221075e+00,2.483242428194304630e+00,1.583331170297991752e+00,2.334084796332726655e-02,5.709824573923574786e-02,5.269999999999999574e+01
1.718954996911911115e+00,2.508732803523655797e+00,1.623872785947432007e+00,3.640549317616414288e-02,4.743263261641523371e-02,5.349999999999999289e+01
1.717746353190744202e+00,2.526525717458222076e+00,1.656284728763557812e+00,2.555676477133626140e-02,5.791618608810231855e-02,5.409999999999999432e+01
1.717170066031209918e+00,2.532717164129309140e+00,1.671218295298848577e+00,1.712332604478270306e-02,4.350062633140556329e-02,5.439999999999999147e+01
1.716564962895828161e+00,2.538351207976144774e+00,1.683800985063339528e+00,1.556796339296339683e-02,3.036267821562822072e-02,5.474999999999999289e+01
1.712669298941540630e+00,2.564665936691316706e+00,1.756075488027183829e+00,2.914785242428480708e-02,9.033456506502081373e-02,5.574999999999999289e+01
1.706205520588512936e+00,2.594471886168651320e+00,1.803633601796523545e+00,3.981122815706943791e-02,3.898449473035763002e-02,5.659999999999999432e+01
1.703319700111415536e+00,2.606249441801635758e+00,1.820308269286956548e+00,2.360677859433060050e-02,4.356907397844222291e-02,5.699999999999999289e+01
1.699552346593600216e+00,2.620277489664064152e+00,1.845762762625003495e+00,3.238573845300043996e-02,5.570365535399290219e-02,5.749999999999999289e+01
1.693403791996843433e+00,2.640814605676647719e+00,1.876210231466315381e+00,4.312978245833492402e-02,5.517420525602757114e-02,5.804999999999999005e+01
1.685567106171453444e+00,2.664734955826737917e+00,1.895303435485148569e+00,4.752680727474219158e-02,2.179297547171427790e-02,5.859999999999998721e+01
1.668434102928925356e+00,2.712576780353284089e+00,1.937915248669982216e+00,5.986240938074215145e-02,5.945104758787418675e-02,5.949999999999998579e+01
1.641421467079245300e+00,2.779635522613875587e+00,1.962336961648167621e+00,1.172454742422554680e-01,1.793309472812871022e-02,6.024999999999998579e+01
1.581312676072515355e+00,2.925431269983889138e+00,1.956464857330950213e+00,2.064711797336298837e-01,-1.987745723388395155e-02,6.114999999999998437e+01
1.516081062899511833e+00,3.094547501581907945e+00,1.915351429468709732e+00,1.682448582351186717e-01,-5.072952719435636776e-02,6.214999999999998437e+01
1.500000000000000222e+00,3.140000000000000568e+00,1.909315007490236082e+00,1.143646956043041091e-01,7.484943309995500602e-03,6.249999999999998579e+01
