x value,timestamp,topic,value
0.7780702017528931,1785248560.013019352,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09320213774234103
0.7780000332186734,1785248560.020606712,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09308395502096552
0.7779832021180051,1785248560.025284312,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09305506730234939
0.7780603943947207,1785248560.030394744,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09317596224718802
0.7778975382670996,1785248560.033078328,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09308492988411636
0.777996100563152,1785248560.036946232,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09310308370201059
0.7779985753608707,1785248560.041268664,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09313649921205248
0.7778061200652229,1785248560.045642680,/unicycle_contraction_controller/current_pose.pose.position.y,-0.0930042649517482
0.7779945006039688,1785248560.050160248,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09312615987063645
0.7779965269556701,1785248560.056292376,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09311450010168269
0.7778206524385751,1785248560.063416152,/unicycle_contraction_controller/current_pose.pose.position.y,-0.0930301266794836
0.7780128229560576,1785248560.065295576,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09312519139102694
0.7778211811858017,1785248560.067717240,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09303426900313054
0.7779104299380846,1785248560.070150968,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09319247163599145
0.7779046362667327,1785248560.071984408,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09309715308489014
0.778066341567675,1785248560.078075480,/unicycle_contraction_controller/current_pose.pose.position.y,-0.0931876085060731
0.778048171438297,1785248560.080107512,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09319544484069085
0.7778918118016056,1785248560.082008600,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09312433278120813
0.7779093710530505,1785248560.084677688,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09309398256799974
0.778062519736711,1785248560.088642520,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09317504372480383
0.7780492344016727,1785248560.092745656,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09319890328308925
0.7780344371457492,1785248560.095613144,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09318630439645241
0.7780631896586101,1785248560.098478040,/unicycle_contraction_controller/current_pose.pose.position.y,-0.0931754987853297
0.7778622327920469,1785248560.101694712,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09307879179894625
0.7780445393560051,1785248560.105278168,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09319635458351777
0.7780551036036853,1785248560.108280248,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09317772337339286
0.7780557973939386,1785248560.111746904,/unicycle_contraction_controller/current_pose.pose.position.y,-0.0931790986354426
0.7780678967227241,1785248560.115021528,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09327807544394376
0.7778732234960336,1785248560.118201976,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09310229025195699
0.7778890344801737,1785248560.122023704,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09308636847265642
0.7780010102224155,1785248560.125506616,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09312139962156157
0.7778719662512622,1785248560.129249560,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09314307155933602
0.778012231225278,1785248560.132771928,/unicycle_contraction_controller/current_pose.pose.position.y,-0.0931119078240857
0.7778289528310611,1785248560.136903000,/unicycle_contraction_controller/current_pose.pose.position.y,-0.09305975228167766
0.777842402806052,1785248560.138317080,/unicycle_contraction_controller/current_pose.pose.position.y,-0.0930550222783599
